selection_name,layer,k,alpha,control_type,intervention,n,normal_margin_mean,patched_margin_mean,delta_toward_no_mean,delta_toward_no_median,yes_to_no_flips,yes_to_no_flip_rate,patched_no_count,patched_no_rate,normal_yes_rate,num_layers_patched,num_neurons_patched
global_multilayer_ci_top_delta_steer,multi,5,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-20.869490131578946,21.634621710526314,21.6953125,95,1.0,95,1.0,1.0,2,5
global_multilayer_ci_top_delta_steer,multi,10,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-17.500082236842104,18.265213815789473,18.3203125,95,1.0,95,1.0,1.0,4,10
global_multilayer_ci_top_delta_steer,multi,50,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-12.937993421052632,13.703125,13.83203125,95,1.0,95,1.0,1.0,5,50
layerwise_ci_top_delta_steer,23,500,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-11.974342105263158,12.739473684210527,12.671875,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,23,200,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-11.629769736842105,12.394901315789474,12.3125,95,1.0,95,1.0,1.0,1,200
layerwise_ci_top_delta_steer,23,20,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-11.478125,12.243256578947369,12.1875,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,23,50,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-11.477138157894737,12.242269736842106,12.171875,95,1.0,95,1.0,1.0,1,50
layerwise_ci_top_delta_steer,23,10,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-11.431907894736842,12.19703947368421,12.109375,95,1.0,95,1.0,1.0,1,10
global_multilayer_ci_top_delta_steer,multi,5,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-11.373026315789474,12.138157894736842,12.0625,95,1.0,95,1.0,1.0,2,5
global_multilayer_ci_top_delta_steer,multi,20,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-11.269325657894736,12.034457236842105,12.0703125,95,1.0,95,1.0,1.0,5,20
layerwise_ci_top_delta_steer,23,5,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-11.04967105263158,11.814802631578948,11.734375,95,1.0,95,1.0,1.0,1,5
global_multilayer_ci_top_delta_steer,multi,100,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-10.682606907894737,11.447738486842105,11.49609375,95,1.0,95,1.0,1.0,5,100
layerwise_ci_top_delta_steer,23,100,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-10.516940789473685,11.282072368421053,11.15625,95,1.0,95,1.0,1.0,1,100
global_multilayer_ci_top_delta_steer,multi,10,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-9.157401315789473,9.922532894736841,9.796875,95,1.0,95,1.0,1.0,4,10
global_multilayer_ci_top_delta_steer,multi,50,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-8.848684210526315,9.613815789473684,9.484375,95,1.0,95,1.0,1.0,5,50
global_multilayer_ci_top_delta_steer,multi,100,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-8.387253289473684,9.152384868421052,9.203125,95,1.0,95,1.0,1.0,5,100
global_multilayer_ci_top_delta_steer,multi,200,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-8.308347039473684,9.073478618421053,9.1171875,95,1.0,95,1.0,1.0,5,200
global_multilayer_ci_top_delta_steer,multi,500,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-8.065419407894737,8.830550986842105,8.85546875,95,1.0,95,1.0,1.0,5,500
global_multilayer_ci_top_delta_steer,multi,500,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-7.177713815789474,7.9428453947368425,7.9921875,95,1.0,95,1.0,1.0,5,500
global_multilayer_ci_top_delta_steer,multi,5,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-7.078125,7.8432565789473685,7.796875,95,1.0,95,1.0,1.0,2,5
global_multilayer_ci_top_delta_steer,multi,200,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-6.99391447368421,7.759046052631579,7.7578125,95,1.0,95,1.0,1.0,5,200
global_multilayer_ci_top_delta_steer,multi,20,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-6.727467105263158,7.4925986842105265,7.46875,95,1.0,95,1.0,1.0,5,20
layerwise_ci_top_delta_steer,23,500,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-6.353782894736842,7.11891447368421,7.046875,95,1.0,95,1.0,1.0,1,500
global_multilayer_ci_top_delta_steer,multi,100,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-6.264967105263158,7.030098684210526,7.0625,95,1.0,95,1.0,1.0,5,100
global_multilayer_ci_top_delta_steer,multi,50,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-6.1567434210526315,6.921875,6.921875,95,1.0,95,1.0,1.0,5,50
layerwise_ci_top_delta_steer,23,200,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-6.097039473684211,6.862171052631579,6.78125,95,1.0,95,1.0,1.0,1,200
global_multilayer_ci_top_delta_steer,multi,500,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.911019736842105,6.676151315789474,6.671875,95,1.0,95,1.0,1.0,5,500
layerwise_ci_top_delta_steer,22,500,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.875986842105263,6.6411184210526315,6.515625,95,1.0,95,1.0,1.0,1,500
global_multilayer_ci_top_delta_steer,multi,10,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.842105263157895,6.607236842105263,6.59375,95,1.0,95,1.0,1.0,4,10
layerwise_ci_top_delta_steer,23,50,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.729605263157895,6.494736842105263,6.453125,95,1.0,95,1.0,1.0,1,50
global_multilayer_ci_top_delta_steer,multi,200,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.608552631578948,6.373684210526315,6.375,95,1.0,95,1.0,1.0,5,200
layerwise_ci_top_delta_steer,23,100,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.540953947368421,6.30608552631579,6.234375,95,1.0,95,1.0,1.0,1,100
layerwise_ci_top_delta_steer,23,20,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.44703947368421,6.212171052631579,6.15625,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,23,10,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.406907894736842,6.172039473684211,6.09375,95,1.0,95,1.0,1.0,1,10
layerwise_ci_top_delta_steer,22,200,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.331907894736842,6.097039473684211,5.984375,95,1.0,95,1.0,1.0,1,200
global_multilayer_ci_top_delta_steer,multi,1,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.327796052631579,6.092927631578948,6.03125,95,1.0,95,1.0,1.0,1,1
layerwise_ci_top_delta_steer,22,1,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.327796052631579,6.092927631578948,6.03125,95,1.0,95,1.0,1.0,1,1
layerwise_ci_top_delta_steer,22,10,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.311184210526315,6.076315789473684,6.0625,95,1.0,95,1.0,1.0,1,10
layerwise_ci_top_delta_steer,22,5,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.274177631578947,6.039309210526316,6.0,95,1.0,95,1.0,1.0,1,5
layerwise_ci_top_delta_steer,23,5,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-5.257730263157895,6.0228618421052635,5.96875,95,1.0,95,1.0,1.0,1,5
global_multilayer_ci_top_delta_steer,multi,20,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.9603618421052635,5.725493421052631,5.65625,95,1.0,95,1.0,1.0,5,20
global_multilayer_ci_top_delta_steer,multi,500,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.823355263157895,5.588486842105263,5.578125,95,1.0,95,1.0,1.0,5,500
layerwise_ci_top_delta_steer,22,20,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.794078947368421,5.559210526315789,5.5,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,22,100,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.675822368421053,5.440953947368421,5.34375,95,1.0,95,1.0,1.0,1,100
layerwise_ci_top_delta_steer,22,50,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.639638157894737,5.4047697368421055,5.3125,95,1.0,95,1.0,1.0,1,50
global_multilayer_ci_top_delta_steer,multi,100,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.569243421052631,5.334375,5.3125,95,1.0,95,1.0,1.0,5,100
global_multilayer_ci_top_delta_steer,multi,200,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.464309210526316,5.229440789473684,5.203125,95,1.0,95,1.0,1.0,5,200
layerwise_ci_top_delta_steer,23,1,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.421546052631579,5.186677631578948,5.15625,95,1.0,95,1.0,1.0,1,1
layerwise_ci_top_delta_steer,20,500,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.3832236842105265,5.148355263157895,5.046875,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,22,500,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.354276315789473,5.119407894736842,5.015625,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,23,500,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.198848684210526,4.963980263157895,4.953125,95,1.0,95,1.0,1.0,1,500
global_multilayer_ci_top_delta_steer,multi,50,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-4.162006578947368,4.927138157894737,4.890625,95,1.0,95,1.0,1.0,5,50
global_multilayer_ci_top_delta_steer,multi,5,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.990296052631579,4.755427631578947,4.734375,95,1.0,95,1.0,1.0,2,5
layerwise_ci_top_delta_steer,22,200,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.9763157894736842,4.741447368421053,4.671875,95,1.0,95,1.0,1.0,1,200
layerwise_ci_top_delta_steer,23,200,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.9679276315789473,4.733059210526315,4.703125,95,1.0,95,1.0,1.0,1,200
layerwise_ci_top_delta_steer,20,200,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.8669407894736842,4.632072368421053,4.546875,95,1.0,95,1.0,1.0,1,200
layerwise_ci_top_delta_steer,22,5,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.7629934210526317,4.528125,4.515625,95,1.0,95,1.0,1.0,1,5
layerwise_ci_top_delta_steer,22,10,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.755592105263158,4.520723684210527,4.484375,95,1.0,95,1.0,1.0,1,10
layerwise_ci_top_delta_steer,20,500,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.6960526315789473,4.461184210526316,4.359375,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,23,50,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.6435855263157895,4.4087171052631575,4.375,95,1.0,95,1.0,1.0,1,50
layerwise_ci_top_delta_steer,23,100,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.6231907894736843,4.388322368421052,4.375,95,1.0,95,1.0,1.0,1,100
layerwise_ci_top_delta_steer,20,50,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.5814144736842106,4.346546052631579,4.21875,95,1.0,95,1.0,1.0,1,50
global_multilayer_ci_top_delta_steer,multi,1,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.580592105263158,4.345723684210526,4.3125,95,1.0,95,1.0,1.0,1,1
layerwise_ci_top_delta_steer,22,1,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.580592105263158,4.345723684210526,4.3125,95,1.0,95,1.0,1.0,1,1
layerwise_ci_top_delta_steer,22,100,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.579111842105263,4.3442434210526315,4.296875,95,1.0,95,1.0,1.0,1,100
layerwise_ci_top_delta_steer,20,100,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.5754934210526317,4.340625,4.234375,95,1.0,95,1.0,1.0,1,100
global_multilayer_ci_top_delta_steer,multi,10,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.5432565789473682,4.308388157894737,4.265625,95,1.0,95,1.0,1.0,4,10
layerwise_ci_top_delta_steer,22,20,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.514638157894737,4.2797697368421055,4.234375,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,22,50,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.494078947368421,4.25921052631579,4.203125,95,1.0,95,1.0,1.0,1,50
global_multilayer_ci_top_delta_steer,multi,20,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.4636513157894737,4.228782894736842,4.1875,95,1.0,95,1.0,1.0,5,20
layerwise_ci_top_delta_steer,22,500,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.4411184210526318,4.20625,4.125,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,23,20,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.3654605263157893,4.130592105263158,4.09375,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,23,10,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.3432565789473685,4.108388157894737,4.0625,95,1.0,95,1.0,1.0,1,10
layerwise_ci_top_delta_steer,20,20,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.3166118421052633,4.081743421052631,3.96875,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,20,200,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.2870065789473686,4.052138157894737,3.9375,95,1.0,95,1.0,1.0,1,200
global_multilayer_ci_top_delta_steer,multi,500,0.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.283552631578947,4.048684210526316,3.96875,95,1.0,95,1.0,1.0,5,500
layerwise_ci_top_delta_steer,20,500,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.2615131578947367,4.026644736842106,3.90625,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,23,5,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.2585526315789473,4.023684210526316,3.984375,95,1.0,95,1.0,1.0,1,5
layerwise_ci_top_delta_steer,22,200,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.1407894736842104,3.905921052631579,3.84375,95,1.0,95,1.0,1.0,1,200
layerwise_ci_top_delta_steer,20,100,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-3.076644736842105,3.8417763157894735,3.734375,95,1.0,95,1.0,1.0,1,100
layerwise_ci_top_delta_steer,20,50,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.952796052631579,3.7179276315789473,3.59375,95,1.0,95,1.0,1.0,1,50
layerwise_ci_top_delta_steer,20,10,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.9175986842105264,3.682730263157895,3.5625,95,1.0,95,1.0,1.0,1,10
global_multilayer_ci_top_delta_steer,multi,200,0.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.9069078947368423,3.6720394736842104,3.609375,95,1.0,95,1.0,1.0,5,200
layerwise_ci_top_delta_steer,20,200,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.8942434210526318,3.659375,3.5625,95,1.0,95,1.0,1.0,1,200
layerwise_ci_top_delta_steer,22,5,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.8527960526315788,3.6179276315789473,3.59375,95,1.0,95,1.0,1.0,1,5
layerwise_ci_top_delta_steer,22,10,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.844078947368421,3.6092105263157896,3.59375,95,1.0,95,1.0,1.0,1,10
layerwise_ci_top_delta_steer,22,100,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.8360197368421054,3.601151315789474,3.546875,95,1.0,95,1.0,1.0,1,100
layerwise_ci_top_delta_steer,20,20,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.773026315789474,3.538157894736842,3.421875,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,22,50,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.744078947368421,3.5092105263157896,3.46875,95,1.0,95,1.0,1.0,1,50
layerwise_ci_top_delta_steer,22,20,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.7092105263157893,3.474342105263158,3.4375,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,20,100,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.699342105263158,3.4644736842105264,3.375,95,1.0,95,1.0,1.0,1,100
global_multilayer_ci_top_delta_steer,multi,100,0.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.688980263157895,3.454111842105263,3.421875,95,1.0,95,1.0,1.0,5,100
layerwise_ci_top_delta_steer,27,500,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.669078947368421,3.4342105263157894,3.359375,95,1.0,95,1.0,1.0,1,500
global_multilayer_ci_top_delta_steer,multi,1,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.6353618421052634,3.4004934210526314,3.375,95,1.0,95,1.0,1.0,1,1
layerwise_ci_top_delta_steer,22,1,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.6353618421052634,3.4004934210526314,3.375,95,1.0,95,1.0,1.0,1,1
layerwise_ci_top_delta_steer,20,500,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.560361842105263,3.3254934210526317,3.21875,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,20,50,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.4861842105263157,3.251315789473684,3.15625,95,1.0,95,1.0,1.0,1,50
layerwise_ci_top_delta_steer,23,500,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.3713815789473682,3.1365131578947367,3.125,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,22,500,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.355592105263158,3.1207236842105264,3.0625,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,20,20,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.2950657894736843,3.060197368421053,2.96875,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,20,10,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.2838815789473683,3.049013157894737,2.9375,95,1.0,95,1.0,1.0,1,10
layerwise_ci_top_delta_steer,20,200,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.241282894736842,3.0064144736842104,2.921875,95,1.0,95,1.0,1.0,1,200
global_multilayer_ci_top_delta_steer,multi,50,0.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.204276315789474,2.9694078947368423,2.953125,95,1.0,95,1.0,1.0,5,50
layerwise_ci_top_delta_steer,23,200,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.182565789473684,2.9476973684210526,2.9375,95,1.0,95,1.0,1.0,1,200
layerwise_ci_top_delta_steer,22,200,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.126151315789474,2.8912828947368423,2.84375,95,1.0,95,1.0,1.0,1,200
layerwise_ci_top_delta_steer,20,100,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.0592105263157894,2.824342105263158,2.75,95,1.0,95,1.0,1.0,1,100
layerwise_ci_top_delta_steer,27,500,2.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.007236842105263,2.7723684210526316,2.71875,95,1.0,95,1.0,1.0,1,500
layerwise_ci_top_delta_steer,22,100,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.9047697368421053,2.6699013157894735,2.625,95,1.0,95,1.0,1.0,1,100
layerwise_ci_top_delta_steer,20,5,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.824671052631579,2.5898026315789475,2.5,95,1.0,95,1.0,1.0,1,5
layerwise_ci_top_delta_steer,22,50,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.819078947368421,2.5842105263157893,2.5625,95,1.0,95,1.0,1.0,1,50
layerwise_ci_top_delta_steer,22,10,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.8070723684210526,2.572203947368421,2.53125,95,1.0,95,1.0,1.0,1,10
layerwise_ci_top_delta_steer,20,10,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.7835526315789474,2.5486842105263157,2.46875,95,1.0,95,1.0,1.0,1,10
layerwise_ci_top_delta_steer,20,50,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.7779605263157894,2.543092105263158,2.46875,95,1.0,95,1.0,1.0,1,50
layerwise_ci_top_delta_steer,22,20,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.7460526315789473,2.5111842105263156,2.484375,95,1.0,95,1.0,1.0,1,20
global_multilayer_ci_top_delta_steer,multi,500,0.25,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.738486842105263,2.5036184210526318,2.453125,95,1.0,95,1.0,1.0,5,500
layerwise_ci_top_delta_steer,20,20,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.5743421052631579,2.3394736842105264,2.28125,95,1.0,95,1.0,1.0,1,20
layerwise_ci_top_delta_steer,23,100,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-2.0032894736842106,2.768421052631579,2.75,94,0.9894736842105263,94,0.9894736842105263,1.0,1,100
layerwise_ci_top_delta_steer,23,50,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.9519736842105264,2.7171052631578947,2.71875,94,0.9894736842105263,94,0.9894736842105263,1.0,1,50
layerwise_ci_top_delta_steer,22,5,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.8042763157894737,2.569407894736842,2.5625,94,0.9894736842105263,94,0.9894736842105263,1.0,1,5
global_multilayer_ci_top_delta_steer,multi,20,0.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.7478618421052632,2.5129934210526317,2.53125,94,0.9894736842105263,94,0.9894736842105263,1.0,5,20
global_multilayer_ci_top_delta_steer,multi,1,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.6006578947368422,2.3657894736842104,2.34375,93,0.9789473684210527,93,0.9789473684210527,1.0,1,1
layerwise_ci_top_delta_steer,22,1,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.6006578947368422,2.3657894736842104,2.34375,93,0.9789473684210527,93,0.9789473684210527,1.0,1,1
layerwise_ci_top_delta_steer,27,500,1.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.5302631578947368,2.295394736842105,2.25,93,0.9789473684210527,93,0.9789473684210527,1.0,1,500
global_multilayer_ci_top_delta_steer,multi,200,0.25,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.4527960526315788,2.2179276315789473,2.1875,93,0.9789473684210527,93,0.9789473684210527,1.0,5,200
layerwise_ci_top_delta_steer,27,100,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.3523026315789475,2.1174342105263158,2.0625,93,0.9789473684210527,93,0.9789473684210527,1.0,1,100
layerwise_ci_top_delta_steer,20,500,0.5,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.3080592105263158,2.073190789473684,2.03125,93,0.9789473684210527,93,0.9789473684210527,1.0,1,500
layerwise_ci_top_delta_steer,27,200,3.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.2851973684210527,2.050328947368421,1.984375,93,0.9789473684210527,93,0.9789473684210527,1.0,1,200
layerwise_ci_top_delta_steer,23,20,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.7300986842105264,2.495230263157895,2.5,92,0.968421052631579,92,0.968421052631579,1.0,1,20
layerwise_ci_top_delta_steer,23,10,1.0,ci_top_neurons,add_CI_D_minus_A_neuron_delta,95,0.7651315789473684,-1.7294407894736843,2.4945723684210526,2.46875,92,0.968421052631579,92,0.968421052631579,1.0,1,10
