experiment,layer,alpha,control_type,n,normal_margin_mean,intervened_margin_mean,delta_margin_mean,delta_toward_yes_mean,delta_toward_no_mean,no_to_yes_flips,no_to_yes_flip_rate,yes_to_no_flips,yes_to_no_flip_rate
A_add_direction,26,1.0,random_direction_2,95,13.41233552631579,11.654440789473684,-1.7578947368421052,-1.7578947368421052,1.7578947368421052,0,0.0,0,0.0
A_add_direction,26,1.0,real_direction,95,13.41233552631579,-0.7411184210526316,-14.15345394736842,-14.15345394736842,14.15345394736842,0,0.0,66,0.6947368421052632
A_add_direction,26,1.5,random_direction_0,95,13.41233552631579,11.938157894736841,-1.4741776315789474,-1.4741776315789474,1.4741776315789474,0,0.0,0,0.0
A_add_direction,26,1.5,random_direction_1,95,13.41233552631579,11.275,-2.1373355263157894,-2.1373355263157894,2.1373355263157894,0,0.0,0,0.0
A_add_direction,26,1.5,random_direction_2,95,13.41233552631579,10.2375,-3.1748355263157895,-3.1748355263157895,3.1748355263157895,0,0.0,0,0.0
A_add_direction,26,1.5,real_direction,95,13.41233552631579,-4.3608552631578945,-17.773190789473684,-17.773190789473684,17.773190789473684,0,0.0,95,1.0
A_add_direction,27,0.25,random_direction_0,95,13.41233552631579,13.245230263157895,-0.16710526315789473,-0.16710526315789473,0.16710526315789473,0,0.0,0,0.0
A_add_direction,27,0.25,random_direction_1,95,13.41233552631579,13.460032894736843,0.047697368421052634,0.047697368421052634,-0.047697368421052634,0,0.0,0,0.0
A_add_direction,27,0.25,random_direction_2,95,13.41233552631579,13.353125,-0.05921052631578947,-0.05921052631578947,0.05921052631578947,0,0.0,0,0.0
A_add_direction,27,0.25,real_direction,95,13.41233552631579,10.679934210526316,-2.7324013157894735,-2.7324013157894735,2.7324013157894735,0,0.0,0,0.0
A_add_direction,27,0.5,random_direction_0,95,13.41233552631579,12.946052631578947,-0.4662828947368421,-0.4662828947368421,0.4662828947368421,0,0.0,0,0.0
A_add_direction,27,0.5,random_direction_1,95,13.41233552631579,13.363157894736842,-0.04917763157894737,-0.04917763157894737,0.04917763157894737,0,0.0,0,0.0
A_add_direction,27,0.5,random_direction_2,95,13.41233552631579,13.156578947368422,-0.2557565789473684,-0.2557565789473684,0.2557565789473684,0,0.0,0,0.0
A_add_direction,27,0.5,real_direction,95,13.41233552631579,7.754605263157894,-5.6577302631578945,-5.6577302631578945,5.6577302631578945,0,0.0,4,0.042105263157894736
A_add_direction,27,1.0,random_direction_0,95,13.41233552631579,12.047532894736841,-1.3648026315789474,-1.3648026315789474,1.3648026315789474,0,0.0,0,0.0
A_add_direction,27,1.0,random_direction_1,95,13.41233552631579,12.82220394736842,-0.5901315789473685,-0.5901315789473685,0.5901315789473685,0,0.0,0,0.0
A_add_direction,27,1.0,random_direction_2,95,13.41233552631579,12.439967105263158,-0.9723684210526315,-0.9723684210526315,0.9723684210526315,0,0.0,0,0.0
A_add_direction,27,1.0,real_direction,95,13.41233552631579,1.6828947368421052,-11.729440789473685,-11.729440789473685,11.729440789473685,0,0.0,34,0.35789473684210527
A_add_direction,27,1.5,random_direction_0,95,13.41233552631579,10.938815789473685,-2.473519736842105,-2.473519736842105,2.473519736842105,0,0.0,0,0.0
A_add_direction,27,1.5,random_direction_1,95,13.41233552631579,11.992763157894737,-1.4195723684210526,-1.4195723684210526,1.4195723684210526,0,0.0,0,0.0
A_add_direction,27,1.5,random_direction_2,95,13.41233552631579,11.47138157894737,-1.940953947368421,-1.940953947368421,1.940953947368421,0,0.0,0,0.0
A_add_direction,27,1.5,real_direction,95,13.41233552631579,-4.074835526315789,-17.487171052631577,-17.487171052631577,17.487171052631577,0,0.0,84,0.8842105263157894
A_remove_positive,18,0.25,random_direction_0,95,13.41233552631579,13.413157894736843,0.0008223684210526315,0.0008223684210526315,-0.0008223684210526315,0,0.0,0,0.0
A_remove_positive,18,0.25,random_direction_1,95,13.41233552631579,13.413651315789474,0.0013157894736842105,0.0013157894736842105,-0.0013157894736842105,0,0.0,0,0.0
A_remove_positive,18,0.25,random_direction_2,95,13.41233552631579,13.413980263157894,0.001644736842105263,0.001644736842105263,-0.001644736842105263,0,0.0,0,0.0
A_remove_positive,18,0.25,real_direction,95,13.41233552631579,13.42516447368421,0.012828947368421053,0.012828947368421053,-0.012828947368421053,0,0.0,0,0.0
A_remove_positive,18,0.5,random_direction_0,95,13.41233552631579,13.412993421052631,0.0006578947368421052,0.0006578947368421052,-0.0006578947368421052,0,0.0,0,0.0
A_remove_positive,18,0.5,random_direction_1,95,13.41233552631579,13.413322368421053,0.000986842105263158,0.000986842105263158,-0.000986842105263158,0,0.0,0,0.0
A_remove_positive,18,0.5,random_direction_2,95,13.41233552631579,13.4125,0.0001644736842105263,0.0001644736842105263,-0.0001644736842105263,0,0.0,0,0.0
A_remove_positive,18,0.5,real_direction,95,13.41233552631579,13.438322368421053,0.02598684210526316,0.02598684210526316,-0.02598684210526316,0,0.0,0,0.0
A_remove_positive,18,1.0,random_direction_0,95,13.41233552631579,13.413322368421053,0.000986842105263158,0.000986842105263158,-0.000986842105263158,0,0.0,0,0.0
A_remove_positive,18,1.0,random_direction_1,95,13.41233552631579,13.413815789473684,0.0014802631578947369,0.0014802631578947369,-0.0014802631578947369,0,0.0,0,0.0
A_remove_positive,18,1.0,random_direction_2,95,13.41233552631579,13.40970394736842,-0.002631578947368421,-0.002631578947368421,0.002631578947368421,0,0.0,0,0.0
A_remove_positive,18,1.0,real_direction,95,13.41233552631579,13.46529605263158,0.05296052631578947,0.05296052631578947,-0.05296052631578947,0,0.0,0,0.0
