contrast,site,layer,n,mean_direction_cosine,median_direction_cosine,std_direction_cosine,mean_base_direction_norm,mean_ci_direction_norm,mean_direction_norm_ratio
AC_C_minus_A,purpose_last,12,87,0.9998524935766199,0.9998699426651001,4.4485270413132795e-05,64.00907170087442,63.98643068335522,0.9996283386289694
AC_C_minus_A,purpose_last,13,87,0.9998185662017471,0.9998285174369812,4.846185981796394e-05,65.76093958712173,65.74769636132251,0.9997787571505727
AC_C_minus_A,purpose_last,14,87,0.9997876937361969,0.9998009204864502,5.5254247849395667e-05,67.31914476416577,67.28532650826992,0.9994930842371635
AC_C_minus_A,purpose_last,15,87,0.9997527770612432,0.9997559785842896,6.610234281416331e-05,70.72487429914803,70.65705722501909,0.9990383103558272
AC_C_minus_A,purpose_last,16,87,0.9997027249171816,0.9997261166572571,8.328470920691978e-05,72.37612467798694,72.29522946237148,0.998877381784937
AC_C_minus_A,purpose_last,17,87,0.9996466849042082,0.9996718168258667,9.331689927293067e-05,76.23468280660695,76.1473274669428,0.9988237123800313
AC_C_minus_A,purpose_last,18,87,0.9996403263903212,0.9996658563613892,9.728898073588181e-05,78.79631007402793,78.69317916343952,0.9986523772224741
AC_C_minus_A,purpose_last,19,87,0.999618250063096,0.9996402859687805,9.67849159346317e-05,83.22073267794204,83.10816104932763,0.9986129692114162
AC_C_minus_A,purpose_last,20,87,0.9996122608239624,0.9996170401573181,8.86067112195007e-05,96.16482026549592,96.04469132697446,0.9987171969198989
AC_C_minus_A,purpose_last,21,87,0.9995800147111389,0.9995908141136169,0.00010343285815686371,114.26757488031497,114.05861672587778,0.9981674553995888
AC_C_minus_A,purpose_last,22,87,0.999517627831163,0.9995286464691162,0.0001187952713604769,131.39524569456606,131.12639039138267,0.9980017198949968
AC_C_minus_A,purpose_last,23,87,0.9995093996497406,0.999517560005188,0.00012654668772239537,158.78847021344063,158.32744975473688,0.9971734498686086
AC_C_minus_A,purpose_last,24,87,0.9993596926502798,0.9993793368339539,0.000162266777841938,178.43380649610498,178.09317191989942,0.9982324936569361
AC_C_minus_A,purpose_last,25,87,0.9991568326950073,0.9991605281829834,0.00021803454941002006,201.13412019576148,201.02190372861665,0.999610063764337
AC_C_minus_A,purpose_last,26,87,0.9986571546258598,0.9986652731895447,0.0003057952855230014,229.86009268925108,229.8879271759384,1.0003281182667363
AC_C_minus_A,purpose_last,27,87,0.9979476613559942,0.9981370568275452,0.0007580325965715812,178.45572776355962,181.88897178912984,1.0194607038639512
AC_C_minus_A,recipient_last,0,87,-0.0008180532818553092,0.0,0.011865344687853207,0.000800614036491205,0.0006924705933137186,0.0943776621506992
AC_C_minus_A,recipient_last,1,87,0.0011240745541350595,0.0,0.023687496895271613,0.0017617257076433335,0.0016730489401981749,0.10183065978415519
AC_C_minus_A,recipient_last,2,87,0.0004171572047574767,0.0,0.01372948523690715,0.0023648403799054266,0.002251352322683937,0.1004667701987982
AC_C_minus_A,recipient_last,3,87,-0.002024391815922726,0.0,0.012861424449015493,0.003028228793336057,0.00282335692438586,0.09772666336275454
AC_C_minus_A,recipient_last,4,87,-0.0008830493449865058,0.0,0.0147992331341933,0.0036020220482143863,0.003440088346257977,0.09943585157759437
AC_C_minus_A,recipient_last,5,87,-0.0008895187906321438,0.0,0.009713098276001314,0.004479110240936279,0.004196159584426332,0.09780732883532525
AC_C_minus_A,recipient_last,6,87,0.0007872147399974966,0.0,0.02397383169223786,0.005588208464370377,0.005080027313067995,0.09482223659707817
AC_C_minus_A,recipient_last,7,87,0.0017217721832894731,0.0,0.02369444370423835,0.006177334093499458,0.005527247771106917,0.09385728558009895
AC_C_minus_A,recipient_last,8,87,0.0006171230911866002,0.0,0.02305348209744887,0.007071806867232268,0.006580668019837347,0.09736686220817144
