component,layer,mode,alpha,control_type,n,normal_margin_mean,intervened_margin_mean,delta_toward_yes_mean,no_to_yes_flips,no_to_yes_flip_rate
mlp,1,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6513157894736842,0.007565789473684211,1,0.010526315789473684
mlp,1,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,1,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6473684210526316,0.011513157894736841,1,0.010526315789473684
mlp,2,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,2,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6526315789473685,0.00625,1,0.010526315789473684
mlp,2,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,2,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6506578947368421,0.008223684210526315,1,0.010526315789473684
mlp,2,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,2,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6476973684210526,0.01118421052631579,2,0.021052631578947368
mlp,3,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,3,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6509868421052631,0.007894736842105263,1,0.010526315789473684
mlp,3,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,3,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6391447368421053,0.019736842105263157,2,0.021052631578947368
mlp,3,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,3,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6332236842105263,0.025657894736842105,2,0.021052631578947368
mlp,4,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,4,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6529605263157895,0.0059210526315789476,1,0.010526315789473684
mlp,4,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,4,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6506578947368421,0.008223684210526315,1,0.010526315789473684
mlp,4,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,4,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6486842105263158,0.010197368421052632,2,0.021052631578947368
mlp,5,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,5,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6164473684210526,0.04243421052631579,5,0.05263157894736842
mlp,5,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,5,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.5835526315789473,0.07532894736842105,5,0.05263157894736842
mlp,5,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,5,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.5542763157894737,0.10460526315789474,6,0.06315789473684211
mlp,6,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,6,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6401315789473684,0.01875,2,0.021052631578947368
mlp,6,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,6,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6263157894736842,0.03256578947368421,3,0.031578947368421054
mlp,6,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,6,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6138157894736842,0.04506578947368421,5,0.05263157894736842
mlp,7,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6595394736842105,-0.0006578947368421052,0,0.0
mlp,7,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6592105263157895,-0.0003289473684210526,0,0.0
mlp,7,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6598684210526315,-0.000986842105263158,0,0.0
mlp,7,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6582236842105263,0.0006578947368421052,0,0.0
mlp,7,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6595394736842105,-0.0006578947368421052,0,0.0
mlp,7,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6569078947368421,0.001973684210526316,1,0.010526315789473684
mlp,8,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6555921052631579,0.003289473684210526,1,0.010526315789473684
mlp,8,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,8,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6575657894736842,0.0013157894736842105,0,0.0
mlp,8,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,8,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6555921052631579,0.003289473684210526,1,0.010526315789473684
mlp,8,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
mlp,9,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6532894736842105,0.005592105263157895,1,0.010526315789473684
mlp,9,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.6486842105263158,0.010197368421052632,1,0.010526315789473684
mlp,9,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6532894736842105,0.005592105263157895,1,0.010526315789473684
mlp,9,remove_positive,1.0,real_direction,95,-0.6588815789473684,-0.6398026315789473,0.019078947368421053,2,0.021052631578947368
mlp,9,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6532894736842105,0.005592105263157895,1,0.010526315789473684
mlp,9,remove_positive,1.5,real_direction,95,-0.6588815789473684,-0.6305921052631579,0.028289473684210528,2,0.021052631578947368
mlp,10,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.655921052631579,0.0029605263157894738,1,0.010526315789473684
mlp,10,remove_positive,0.5,real_direction,95,-0.6588815789473684,-0.5424342105263158,0.11644736842105263,9,0.09473684210526316
mlp,10,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6552631578947369,0.003618421052631579,1,0.010526315789473684
