selection_name,layer,k,alpha,control_type,n,normal_margin_mean,patched_margin_mean,delta_toward_no_mean,delta_toward_no_median,yes_to_no_flips,yes_to_no_flip_rate,patched_no_count,patched_no_rate,normal_yes_rate,num_layers_patched,num_neurons_patched
layerwise_ci_top,22,10,1.0,random_neurons_1,95,0.7651315789473684,0.7684210526315789,-0.003289473684210526,0.0,0,0.0,0,0.0,1.0,1,10
layerwise_ci_top,23,50,1.0,random_neurons_2,95,0.7651315789473684,0.7684210526315789,-0.003289473684210526,0.0,0,0.0,0,0.0,1.0,1,50
global_multilayer_ci_top,multi,10,1.0,random_neurons_1,95,0.7651315789473684,0.76875,-0.003618421052631579,0.0,0,0.0,0,0.0,1.0,4,10
layerwise_ci_top,22,1,1.0,random_neurons_1,95,0.7651315789473684,0.76875,-0.003618421052631579,0.0,0,0.0,0,0.0,1.0,1,1
layerwise_ci_top,23,5,1.0,random_neurons_1,95,0.7651315789473684,0.7690789473684211,-0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,5
layerwise_ci_top,23,20,1.0,random_neurons_2,95,0.7651315789473684,0.7690789473684211,-0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,20
layerwise_ci_top,26,10,1.0,random_neurons_0,95,0.7651315789473684,0.7690789473684211,-0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,10
layerwise_ci_top,26,50,1.0,random_neurons_0,95,0.7651315789473684,0.7690789473684211,-0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_ci_top,22,5,1.0,random_neurons_2,95,0.7651315789473684,0.7694078947368421,-0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,1,5
layerwise_ci_top,23,50,1.0,random_neurons_1,95,0.7651315789473684,0.7694078947368421,-0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,1,50
global_multilayer_ci_top,multi,1,1.0,random_neurons_2,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,1
global_multilayer_ci_top,multi,20,1.0,random_neurons_1,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,5,20
global_multilayer_ci_top,multi,20,1.0,random_neurons_2,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,5,20
global_multilayer_ci_top,multi,200,1.0,random_neurons_2,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_ci_top,20,100,1.0,random_neurons_0,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_ci_top,22,100,1.0,random_neurons_1,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_ci_top,23,5,1.0,random_neurons_2,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,5
layerwise_ci_top,23,20,1.0,random_neurons_0,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,20
layerwise_ci_top,23,100,1.0,random_neurons_0,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,100
