selection_name,control_type,layers,heads,k,total_heads,random_id,patch_mode,alpha,target_layer,target_neuron,n,normal_no_count,patched_yes_count,no_to_yes_flips,no_to_yes_flip_rate,normal_margin_mean,patched_margin_mean,delta_margin_mean,A_mean_pair_act,D_mean_pair_act,D_minus_A_pair_act,normal_mlp_act_mean,patched_mlp_act_mean,mlp_act_delta_mean,act_shift_toward_A_mean,act_shift_toward_A_rate,act_dist_to_A_before_mean,act_dist_to_A_after_mean,act_dist_reduction_mean,corr_delta_margin_with_act_shift_toward_A,corr_flip_with_act_shift_toward_A,corr_delta_margin_with_dist_reduction
L18_random5_per_layer_r0,random_heads,18,L18H9;L18H10;L18H1;L18H3;L18H6,5,5,0,mean_patch,1.0,22,13149,481,481,1,1,0.002079002079002079,-24.188507016632016,-23.862558471933472,0.3259485446985447,13.3258056640625,-6.339142648797286,-19.664948312859785,-34.099767736486484,-33.9452556522869,0.1545120841995842,0.1545120841995842,0.7151767151767152,47.425573400548984,47.2710613163494,0.1545120841995842,0.5638677232579385,0.05526887750466731,0.5638677232579385
L18_top5_per_layer,top_heads,18,L18H15;L18H18;L18H4;L18H13;L18H20,5,5,-1,mean_patch,1.0,22,13149,481,481,56,56,0.11642411642411643,-24.188507016632016,-7.249967515592515,16.9385395010395,13.3258056640625,-6.339142648797286,-19.664948312859785,-34.099767736486484,-13.32572597575039,20.774041760736097,20.774041760736097,1.0,47.425573400548984,26.65153163981289,20.774041760736097,0.8163546252585743,0.2228642838488283,0.8163546252585743
