selection_name,layer,k,alpha,control_type,selection_source,delta_source,intervention,n,normal_margin_mean,patched_margin_mean,delta_toward_no_mean,delta_toward_no_median,yes_to_no_flips,yes_to_no_flip_rate,patched_no_count,patched_no_rate,normal_yes_rate,num_layers_patched,num_neurons_patched
layerwise_top_delta_steer,27,200,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.6953947368421053,0.06973684210526315,0.0625,3,0.031578947368421054,3,0.031578947368421054,1.0,1,200
layerwise_top_delta_steer,22,100,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7009868421052632,0.06414473684210527,0.0625,3,0.031578947368421054,3,0.031578947368421054,1.0,1,100
layerwise_top_delta_steer,20,200,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7065789473684211,0.05855263157894737,0.0625,3,0.031578947368421054,3,0.031578947368421054,1.0,1,200
global_multilayer_top_delta_steer,multi,200,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.6921052631578948,0.07302631578947369,0.0625,2,0.021052631578947368,2,0.021052631578947368,1.0,5,200
global_multilayer_top_delta_steer,multi,100,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.6967105263157894,0.06842105263157895,0.0625,2,0.021052631578947368,2,0.021052631578947368,1.0,5,100
layerwise_top_delta_steer,22,200,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7075657894736842,0.05756578947368421,0.0625,2,0.021052631578947368,2,0.021052631578947368,1.0,1,200
layerwise_top_delta_steer,27,200,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7148026315789474,0.05032894736842105,0.0625,2,0.021052631578947368,2,0.021052631578947368,1.0,1,200
global_multilayer_top_delta_steer,multi,50,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7220394736842105,0.0430921052631579,0.03125,2,0.021052631578947368,2,0.021052631578947368,1.0,5,50
layerwise_top_delta_steer,23,200,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7161184210526316,0.04901315789473684,0.0625,1,0.010526315789473684,1,0.010526315789473684,1.0,1,200
layerwise_top_delta_steer,20,50,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7180921052631579,0.04703947368421053,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,50
layerwise_top_delta_steer,27,200,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.71875,0.04638157894736842,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,200
layerwise_top_delta_steer,27,200,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7266447368421053,0.03848684210526316,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,200
layerwise_top_delta_steer,26,200,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7269736842105263,0.038157894736842106,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,200
layerwise_top_delta_steer,20,100,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7279605263157894,0.037171052631578945,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,100
global_multilayer_top_delta_steer,multi,200,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7282894736842105,0.03684210526315789,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,5,200
layerwise_top_delta_steer,22,200,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7292763157894737,0.03585526315789474,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,200
layerwise_top_delta_steer,23,200,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7302631578947368,0.034868421052631576,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,200
layerwise_top_delta_steer,27,200,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7309210526315789,0.034210526315789476,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,200
layerwise_top_delta_steer,20,50,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7315789473684211,0.03355263157894737,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,50
layerwise_top_delta_steer,22,100,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7351973684210527,0.02993421052631579,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,100
layerwise_top_delta_steer,20,200,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7361842105263158,0.02894736842105263,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,200
layerwise_top_delta_steer,27,100,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7365131578947368,0.028618421052631578,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,100
layerwise_top_delta_steer,22,200,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7375,0.02763157894736842,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,200
layerwise_top_delta_steer,20,50,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7414473684210526,0.02368421052631579,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,50
layerwise_top_delta_steer,27,100,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7424342105263158,0.022697368421052633,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,100
layerwise_top_delta_steer,27,100,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7476973684210526,0.017434210526315788,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,100
layerwise_top_delta_steer,27,100,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.750328947368421,0.014802631578947368,0.03125,1,0.010526315789473684,1,0.010526315789473684,1.0,1,100
layerwise_top_delta_steer,27,200,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7292763157894737,0.03585526315789474,0.03125,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,100,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7328947368421053,0.03223684210526316,0.03125,0,0.0,0,0.0,1.0,5,100
global_multilayer_top_delta_steer,multi,50,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7368421052631579,0.028289473684210528,0.03125,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,22,200,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7368421052631579,0.028289473684210528,0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,100,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7394736842105263,0.025657894736842105,0.03125,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,200,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7401315789473685,0.025,0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,200,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7407894736842106,0.024342105263157894,0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,200,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7417763157894737,0.023355263157894737,0.03125,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,100,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7427631578947368,0.02236842105263158,0.03125,0,0.0,0,0.0,1.0,5,100
layerwise_top_delta_steer,23,100,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.743421052631579,0.021710526315789475,0.03125,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,50,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7444078947368421,0.020723684210526314,0.03125,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,22,50,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7463815789473685,0.01875,0.03125,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,200,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7467105263157895,0.018421052631578946,0.03125,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,50,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7470394736842105,0.018092105263157895,0.03125,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,22,200,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7470394736842105,0.018092105263157895,0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,23,100,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7480263157894737,0.017105263157894738,0.03125,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,200,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7480263157894737,0.017105263157894738,0.03125,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,200,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7490131578947369,0.01611842105263158,0.03125,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,27,200,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7490131578947369,0.01611842105263158,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,200,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.75,0.015131578947368421,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,50,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.750328947368421,0.014802631578947368,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,200,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7506578947368421,0.014473684210526316,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,100,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7509868421052631,0.014144736842105264,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,100,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7516447368421053,0.013486842105263158,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,200,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7526315789473684,0.0125,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,50,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7532894736842105,0.011842105263157895,0.0,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,27,100,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7532894736842105,0.011842105263157895,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,200,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7536184210526315,0.011513157894736841,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,20,100,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7539473684210526,0.01118421052631579,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,100,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7542763157894737,0.010855263157894738,0.0,0,0.0,0,0.0,1.0,5,100
global_multilayer_top_delta_steer,multi,100,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7542763157894737,0.010855263157894738,0.0,0,0.0,0,0.0,1.0,5,100
layerwise_top_delta_steer,22,200,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7542763157894737,0.010855263157894738,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,23,200,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7542763157894737,0.010855263157894738,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,50,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7542763157894737,0.010855263157894738,0.0,0,0.0,0,0.0,1.0,1,50
global_multilayer_top_delta_steer,multi,200,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7549342105263158,0.010197368421052632,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,20,50,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7549342105263158,0.010197368421052632,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,50,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7552631578947369,0.009868421052631578,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,200,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7552631578947369,0.009868421052631578,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,100,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7559210526315789,0.009210526315789473,0.0,0,0.0,0,0.0,1.0,5,100
global_multilayer_top_delta_steer,multi,50,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.756578947368421,0.008552631578947369,0.0,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,22,100,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.756578947368421,0.008552631578947369,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,100,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.756578947368421,0.008552631578947369,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,200,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.756578947368421,0.008552631578947369,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,100,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.756578947368421,0.008552631578947369,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,200,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7572368421052632,0.007894736842105263,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,50,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7575657894736842,0.007565789473684211,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,100,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7575657894736842,0.007565789473684211,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,200,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7575657894736842,0.007565789473684211,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,200,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7575657894736842,0.007565789473684211,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,100,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7578947368421053,0.007236842105263158,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,100,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7578947368421053,0.007236842105263158,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,100,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7582236842105263,0.006907894736842105,0.0,0,0.0,0,0.0,1.0,5,100
layerwise_top_delta_steer,22,50,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7582236842105263,0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,100,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7585526315789474,0.006578947368421052,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,200,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7585526315789474,0.006578947368421052,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,100,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7588815789473684,0.00625,0.0,0,0.0,0,0.0,1.0,5,100
global_multilayer_top_delta_steer,multi,50,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7592105263157894,0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,20,100,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7592105263157894,0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,50,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7592105263157894,0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,100,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7592105263157894,0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,100,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7595394736842105,0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,100,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7595394736842105,0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,100,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7598684210526315,0.005263157894736842,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,100,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7605263157894737,0.004605263157894736,0.0,0,0.0,0,0.0,1.0,5,100
layerwise_top_delta_steer,22,50,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7605263157894737,0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,100,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7605263157894737,0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,50,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7608552631578948,0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,5,50
global_multilayer_top_delta_steer,multi,50,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7608552631578948,0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,5,50
global_multilayer_top_delta_steer,multi,200,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7608552631578948,0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,23,200,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7608552631578948,0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,50,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7608552631578948,0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,200,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7611842105263158,0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,23,100,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7611842105263158,0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,100,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7611842105263158,0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,50,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7615131578947368,0.003618421052631579,0.0,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,20,50,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7615131578947368,0.003618421052631579,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,50,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7615131578947368,0.003618421052631579,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,100,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7615131578947368,0.003618421052631579,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,50,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7621710526315789,0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,200,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7621710526315789,0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,100,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7621710526315789,0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,100,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7625,0.002631578947368421,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,200,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7628289473684211,0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,50,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7631578947368421,0.001973684210526316,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,100,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7638157894736842,0.0013157894736842105,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,100,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7638157894736842,0.0013157894736842105,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,100,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7638157894736842,0.0013157894736842105,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,50,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7638157894736842,0.0013157894736842105,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,50,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7641447368421053,0.000986842105263158,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,200,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7641447368421053,0.000986842105263158,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,100,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7644736842105263,0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,5,100
global_multilayer_top_delta_steer,multi,100,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7644736842105263,0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,5,100
global_multilayer_top_delta_steer,multi,200,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7644736842105263,0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,5,200
