selection_name,layer,k,alpha,control_type,selection_source,delta_source,intervention,n,normal_margin_mean,patched_margin_mean,delta_toward_no_mean,delta_toward_no_median,yes_to_no_flips,yes_to_no_flip_rate,patched_no_count,patched_no_rate,normal_yes_rate,num_layers_patched,num_neurons_patched
layerwise_top_delta_steer,23,200,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7644736842105263,0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,100,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7644736842105263,0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,100,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7644736842105263,0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,200,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7648026315789473,0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,23,50,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7648026315789473,0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,50,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7648026315789473,0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,100,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7648026315789473,0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,100,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7648026315789473,0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,50,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7651315789473684,0.0,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,50,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7651315789473684,0.0,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,50,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7651315789473684,0.0,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,50,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7651315789473684,0.0,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,100,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7651315789473684,0.0,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,200,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7651315789473684,0.0,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,100,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7654605263157894,-0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,5,100
layerwise_top_delta_steer,20,50,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7654605263157894,-0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,100,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7654605263157894,-0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,100,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7654605263157894,-0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,200,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7654605263157894,-0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,50,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7654605263157894,-0.0003289473684210526,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,200,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7657894736842106,-0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,100,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7657894736842106,-0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,200,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7657894736842106,-0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,200,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7657894736842106,-0.0006578947368421052,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,100,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7661184210526316,-0.000986842105263158,0.0,0,0.0,0,0.0,1.0,5,100
global_multilayer_top_delta_steer,multi,100,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7661184210526316,-0.000986842105263158,0.0,0,0.0,0,0.0,1.0,5,100
layerwise_top_delta_steer,22,100,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7661184210526316,-0.000986842105263158,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,50,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7661184210526316,-0.000986842105263158,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,100,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7661184210526316,-0.000986842105263158,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,100,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7661184210526316,-0.000986842105263158,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,200,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7661184210526316,-0.000986842105263158,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,50,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7664473684210527,-0.0013157894736842105,0.0,0,0.0,0,0.0,1.0,5,50
global_multilayer_top_delta_steer,multi,100,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7664473684210527,-0.0013157894736842105,0.0,0,0.0,0,0.0,1.0,5,100
layerwise_top_delta_steer,22,50,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7664473684210527,-0.0013157894736842105,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,100,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7664473684210527,-0.0013157894736842105,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,50,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7664473684210527,-0.0013157894736842105,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,100,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7667763157894737,-0.001644736842105263,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,50,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7667763157894737,-0.001644736842105263,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,50,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7667763157894737,-0.001644736842105263,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,50,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7667763157894737,-0.001644736842105263,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,200,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7667763157894737,-0.001644736842105263,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,50,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7671052631578947,-0.001973684210526316,0.0,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,22,50,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7671052631578947,-0.001973684210526316,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,200,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7671052631578947,-0.001973684210526316,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,50,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7671052631578947,-0.001973684210526316,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,50,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7671052631578947,-0.001973684210526316,0.0,0,0.0,0,0.0,1.0,1,50
global_multilayer_top_delta_steer,multi,200,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,22,50,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,100,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,50,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,100,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,200,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,50,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,50,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,50,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,50,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7674342105263158,-0.002302631578947368,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,50,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7677631578947368,-0.002631578947368421,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,50,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7677631578947368,-0.002631578947368421,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,100,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7677631578947368,-0.002631578947368421,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,100,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7677631578947368,-0.002631578947368421,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,50,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7677631578947368,-0.002631578947368421,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,100,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7677631578947368,-0.002631578947368421,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,50,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7680921052631579,-0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,100,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7680921052631579,-0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,50,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7680921052631579,-0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,50,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7680921052631579,-0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,50,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7680921052631579,-0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,200,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7680921052631579,-0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,100,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7680921052631579,-0.0029605263157894738,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,50,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7684210526315789,-0.003289473684210526,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,50,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7684210526315789,-0.003289473684210526,0.0,0,0.0,0,0.0,1.0,1,50
global_multilayer_top_delta_steer,multi,100,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.76875,-0.003618421052631579,0.0,0,0.0,0,0.0,1.0,5,100
global_multilayer_top_delta_steer,multi,200,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.76875,-0.003618421052631579,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,20,100,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.76875,-0.003618421052631579,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,50,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.76875,-0.003618421052631579,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,50,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.76875,-0.003618421052631579,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,50,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.76875,-0.003618421052631579,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,50,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7690789473684211,-0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,50,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7690789473684211,-0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,100,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7690789473684211,-0.003947368421052632,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,200,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7694078947368421,-0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,100,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7694078947368421,-0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,100,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7694078947368421,-0.0042763157894736845,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,50,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,100,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,100,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7697368421052632,-0.004605263157894736,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,50,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7700657894736842,-0.004934210526315789,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,100,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7700657894736842,-0.004934210526315789,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,200,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7700657894736842,-0.004934210526315789,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,50,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7703947368421052,-0.005263157894736842,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,50,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7703947368421052,-0.005263157894736842,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,100,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7703947368421052,-0.005263157894736842,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,50,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7703947368421052,-0.005263157894736842,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,200,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7707236842105263,-0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,200,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7707236842105263,-0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,23,100,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7707236842105263,-0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,200,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7707236842105263,-0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,100,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7707236842105263,-0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,50,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7707236842105263,-0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,50,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7710526315789473,-0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,50,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7710526315789473,-0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,100,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7710526315789473,-0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,50,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7717105263157895,-0.006578947368421052,0.0,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,20,50,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7717105263157895,-0.006578947368421052,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,100,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,100,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,200,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,50,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,200,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,50,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,100,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,200,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7723684210526316,-0.007236842105263158,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,50,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7723684210526316,-0.007236842105263158,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,100,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7723684210526316,-0.007236842105263158,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,100,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7723684210526316,-0.007236842105263158,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_top_delta_steer,multi,200,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7726973684210526,-0.007565789473684211,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,20,100,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7726973684210526,-0.007565789473684211,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,200,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7726973684210526,-0.007565789473684211,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,50,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7726973684210526,-0.007565789473684211,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,100,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7730263157894737,-0.007894736842105263,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,50,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7730263157894737,-0.007894736842105263,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,50,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7730263157894737,-0.007894736842105263,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,100,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7730263157894737,-0.007894736842105263,0.0,0,0.0,0,0.0,1.0,1,100
