layer,neuron,A_act_mean,D_act_mean,act_gap_D_minus_A,downproj_dot_direction,writer_score,abs_writer_score,rank_positive,rank_abs,D_minus_A_delta,score_source,selection_name,k,layer_label,control_type,selection_source,delta_source,random_control_id
22,13205,-0.04824466,-0.07897821,-0.030733552,-0.0027425487,8.4288265e-05,8.4288265e-05,8366,16158,-0.03073354999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,2315,-0.012980323,0.048033625,0.06101395,-0.0080350265,-0.00049024867,0.00049024867,14113,10218,0.061013948000000005,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18194,-0.088550255,-0.060765777,0.027784478,0.0110295825,0.0003064512,0.0003064512,6437,12361,0.027784477999999994,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,7993,-0.21062396,-0.26818335,-0.057559386,0.020717496,-0.0011924864,0.0011924864,16305,5790,-0.05755938999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,14912,-0.19125591,-0.2958676,-0.10461168,-0.011031235,0.001153996,0.001153996,3237,5956,-0.10461169000000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,8687,-0.21785021,-0.07100718,0.14684303,-0.0065223323,-0.00095775904,0.00095775904,15794,6885,0.14684302999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,823,-0.012513793,-0.19268477,-0.18017098,0.009868156,-0.0017779554,0.0017779554,17222,3971,-0.180170977,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,16487,-0.39330542,-0.3522615,0.041043907,-0.007131919,-0.00029272182,0.00029272182,12930,12550,0.04104392000000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,16007,-0.07204301,-0.06604903,0.005993977,0.026483435,0.00015874111,0.00015874111,7604,14641,0.00599398000000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,6332,0.27360326,0.19607577,-0.07752749,0.0065629333,-0.0005088078,0.0005088078,14219,10042,-0.07752749,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,2895,-0.028134542,0.025795626,0.053930167,0.026765011,0.0014434415,0.0014434415,2700,4871,0.053930168,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,8894,-0.034189366,0.035596635,0.069786,0.03856068,0.0026909956,0.0026909956,1470,2422,0.069786001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18469,-0.09577921,0.0035091098,0.09928832,-0.0058386847,-0.0005797132,0.0005797132,14534,9406,0.0992883198,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,13673,0.37671155,0.4273733,0.050661743,-0.0049774363,-0.0002521656,0.0002521656,12686,13045,0.050661750000000005,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,12608,0.08931853,0.29081053,0.201492,-0.014264282,-0.0028741385,0.0028741385,18096,2215,0.201492,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,2438,0.25932875,0.15479544,-0.104533315,0.0018892119,-0.00019748558,0.00019748558,12263,13912,-0.10453330999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,17827,0.02462336,-0.016959323,-0.04158268,-0.002852254,0.000118604374,0.000118604374,7998,15407,-0.041582682999999995,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,4928,0.16661184,0.1706633,0.004051462,-0.0150201395,-6.0853523e-05,6.0853523e-05,10869,16728,0.004051459999999979,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,10802,-0.27537024,-0.103050835,0.17231941,0.023497285,0.0040490385,0.0040490385,895,1384,0.17231940499999998,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,8825,-0.027601086,0.1298613,0.15746239,-0.052109793,-0.008205333,0.008205333,18818,544,0.157462386,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,9853,-0.1082016,-1.0156533,-0.9074516,-0.03528185,0.03201657,0.03201657,92,106,-0.9074517000000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,6032,0.010360045,0.018515797,0.008155752,0.020922806,0.00017064121,0.00017064121,7482,14417,0.008155752,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,15459,-0.004910138,-0.114345185,-0.109435044,-0.015026472,0.0016444225,0.0016444225,2397,4288,-0.10943504700000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,16536,0.05704432,-0.08531267,-0.14235699,0.0054447125,-0.00077509286,0.00077509286,15238,8007,-0.14235699,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,10928,0.0072203237,-0.085897505,-0.093117826,0.017420374,-0.0016221474,0.0016221474,17016,4360,-0.0931178287,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,4222,0.2437076,0.3025455,0.05883789,0.015489327,0.0009113593,0.0009113593,3878,7164,0.058837900000000026,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,12291,0.1272326,0.17203562,0.044803023,-0.012356753,-0.00055361993,0.00055361993,14422,9627,0.04480302,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3928,0.7083522,0.7407792,0.032427013,-0.013761974,-0.0004462597,0.0004462597,13870,10677,0.032426999999999984,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,17089,-0.20184518,-0.27662674,-0.07478155,0.010719294,-0.0008016054,0.0008016054,15335,7834,-0.07478155999999997,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,5451,0.021386325,0.18734919,0.16596286,0.01741106,0.0028895894,0.0028895894,1359,2200,0.165962865,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,10492,-0.03731056,0.002907871,0.04021843,-0.009969333,-0.00040095096,0.00040095096,13619,11166,0.040218431,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,13309,-0.20042789,-0.08286013,0.11756776,-0.0094134575,-0.0011067191,0.0011067191,16133,6148,0.11756776,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,6301,-0.172353,-0.12808786,0.044265136,-0.013808366,-0.0006112292,0.0006112292,14669,9156,0.04426514000000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,10062,0.14075752,-0.062086202,-0.20284373,0.016331878,-0.003312819,0.003312819,18276,1800,-0.202843722,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,11971,0.7301992,1.5246093,0.7944101,0.015552335,0.012354933,0.012354933,280,338,0.7944101,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,15522,-0.016776156,0.014360739,0.031136895,0.00053378555,1.6620425e-05,1.6620425e-05,9367,18136,0.031136895,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,11558,-0.25371405,-0.048750035,0.20496401,0.0059930873,0.0012283672,0.0012283672,3082,5647,0.20496401500000003,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,6380,0.15678968,0.011501242,-0.14528844,0.022317912,-0.0032425346,0.0032425346,18250,1862,-0.145288438,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,538,0.009761793,0.021935092,0.0121733,0.0028594234,3.4808618e-05,3.4808618e-05,9035,17486,0.012173299,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,17281,-0.13349803,-0.06932262,0.064175405,-0.032044005,-0.002056437,0.002056437,17525,3389,0.06417540999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,17434,0.47616673,0.65795386,0.18178713,-0.026171066,-0.004757563,0.004757563,18587,1099,0.18178713000000002,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,8472,0.012013406,-0.07363193,-0.08564533,0.036887266,-0.0031592222,0.0031592222,18220,1937,-0.085645336,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,7012,0.0017348465,-0.04986824,-0.051603086,0.008197871,-0.00042303544,0.00042303544,13750,10932,-0.0516030865,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3502,0.062348053,0.10420605,0.041857995,-0.0072917016,-0.000305216,0.000305216,13010,12386,0.041857996999999994,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,12852,-0.20103888,-0.18186131,0.019177571,-0.016838554,-0.00032292257,0.00032292257,13126,12155,0.019177570000000005,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,12740,0.221636,0.36579847,0.14416248,-0.014152399,-0.0020402449,0.0020402449,17503,3422,0.14416247,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,12208,-0.99745065,-1.3059878,-0.3085372,-0.043901246,0.013545167,0.013545167,260,309,-0.30853715000000004,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3440,-0.31627005,-0.46890932,-0.15263927,0.027956259,-0.0042672227,0.0042672227,18500,1292,-0.15263927,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,12063,-0.1592086,-0.24112613,-0.08191754,-0.0036063856,0.00029542623,0.00029542623,6523,12517,-0.08191752999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,14530,-0.008889983,0.036955934,0.04584592,0.009743567,0.00044670276,0.00044670276,5599,10670,0.045845917,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,11659,-0.19701056,-0.11665232,0.080358244,-0.014146383,-0.0011367785,0.0011367785,16194,6031,0.08035824,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3966,-0.42333472,-0.27018273,0.15315199,-0.018122502,-0.0027754973,0.0027754973,18049,2322,0.15315199000000002,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,7833,0.018444061,0.08113275,0.062688686,-0.019791119,-0.0012406792,0.0012406792,16418,5589,0.062688689,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,5484,-0.046582032,-0.116935566,-0.07035354,0.0038209609,-0.0002688181,0.0002688181,12777,12858,-0.070353534,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,13530,-0.37660363,-0.27880475,0.097798884,-0.042367138,-0.004143459,0.004143459,18474,1345,0.09779888000000003,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,15057,1.1630499,0.861048,-0.30200195,-0.029106408,0.008790192,0.008790192,397,507,-0.30200190000000005,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,8945,-0.041306708,-0.06426761,-0.022960905,0.0049243104,-0.00011306662,0.00011306662,11469,15528,-0.022960902000000005,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,12474,-0.028893882,-0.06081744,-0.031923555,-0.019465055,0.0006213938,0.0006213938,4849,9100,-0.031923558000000005,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,16802,0.04634808,0.13877049,0.09242241,0.0127131585,0.0011749808,0.0011749808,3189,5860,0.09242241,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,5125,-0.30051783,-0.16820453,0.1323133,-0.0012746013,-0.0001686467,0.0001686467,11995,14448,0.1323133,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,17164,0.17942409,0.1278391,-0.05158499,-0.010692619,0.00055157865,0.00055157865,5113,9643,-0.05158499,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,2718,-0.32533923,-0.3575838,-0.032244563,-0.0037267767,0.00012016828,0.00012016828,7987,15380,-0.03224457000000003,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,11907,-0.022892982,0.017824939,0.040717922,-0.0039388267,-0.00016038083,0.00016038083,11925,14608,0.040717921000000004,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,12820,-0.26157033,-0.44294047,-0.18137014,-0.0012521411,0.000227101,0.000227101,6988,13458,-0.18137013999999996,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,4453,-0.17638904,-0.16910915,0.007279888,-0.021758813,-0.00015840172,0.00015840172,11902,14648,0.007279889999999983,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18151,-0.069800444,-0.15186222,-0.082061775,0.0024862608,-0.00020402698,0.00020402698,12310,13799,-0.08206177599999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,9130,-0.073493555,-0.09954071,-0.026047155,0.0073535126,-0.00019153809,0.00019153809,12193,14036,-0.026047155000000002,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,13899,0.4248959,0.2690571,-0.15583882,-0.062357407,0.009717705,0.009717705,363,456,-0.1558388,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,9748,-0.0023729042,-0.16201092,-0.15963802,-0.011790405,0.0018821969,0.0018821969,2136,3747,-0.1596380158,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,2265,0.2739335,0.19117047,-0.08276303,0.016142568,-0.0013360078,0.0013360078,16578,5250,-0.08276302999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,8328,-0.06682563,-0.105306365,-0.038480736,-0.024274483,0.0009341,0.0009341,3806,7028,-0.038480735,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,6308,-0.01184197,-0.06629963,-0.054457664,-0.018142119,0.0009879775,0.0009879775,3637,6715,-0.05445766,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,2668,0.16660252,0.06606467,-0.10053785,0.007594457,-0.0007635304,0.0007635304,15196,8092,-0.10053785,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,13090,0.057845328,0.12994641,0.07210109,-0.01700609,-0.0012261575,0.0012261575,16377,5652,0.07210108200000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18252,-0.013024406,-0.01712461,-0.0041002044,-0.012588469,5.1615298e-05,5.1615298e-05,8783,16982,-0.004100203999999998,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,13221,-0.15732357,-0.09087974,0.06644383,0.0039155856,0.0002601665,0.0002601665,6745,12961,0.06644383,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,16768,0.045633536,-0.038511425,-0.084144965,-0.026589582,0.0022373793,0.0022373793,1808,3065,-0.084144961,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3133,-0.0045434274,-0.05953546,-0.05499203,0.010458186,-0.0005751169,0.0005751169,14516,9442,-0.0549920326,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3459,0.24195106,0.38152498,0.13957392,-0.0047870153,-0.00066814246,0.00066814246,14874,8750,0.13957392000000002,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3251,-0.23904452,-0.17352103,0.06552349,0.009266528,0.0006071753,0.0006071753,4892,9184,0.06552349000000002,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,15162,-0.074650094,0.10551518,0.18016528,0.013148512,0.0023689053,0.0023689053,1713,2855,0.180165274,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,1700,0.12837107,0.071920015,-0.05645106,0.00046447967,-2.622037e-05,2.622037e-05,10367,17757,-0.056451055,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,2196,-0.056454428,0.079361685,0.13581611,-0.008074826,-0.0010966915,0.0010966915,16109,6201,0.13581611300000002,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,4003,-0.14307778,0.6109606,0.7540384,0.032976933,0.024865873,0.024865873,129,149,0.7540383799999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,15912,-0.074503526,0.005509823,0.08001335,-0.0055469046,-0.00044382643,0.00044382643,13858,10699,0.080013349,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,6972,0.07245046,0.10235901,0.029908553,0.018571261,0.00055543956,0.00055543956,5098,9615,0.029908550000000006,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3099,-0.009719519,0.09422736,0.10394688,-0.0065980265,-0.0006858443,0.0006858443,14932,8628,0.10394687899999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,276,0.318493,0.1553017,-0.1631913,0.0060157026,-0.0009817104,0.0009817104,15851,6754,-0.16319130000000004,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,16198,-0.3162983,-0.056453384,0.25984493,0.009948077,0.0025849573,0.0025849573,1560,2574,0.259844916,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,14845,0.003239274,0.069057085,0.06581781,0.017862357,0.0011756612,0.0011756612,3188,5858,0.065817811,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,15678,-0.09601922,-0.12427039,-0.028251164,0.0012676979,-3.581394e-05,3.581394e-05,10516,17450,-0.028251169999999992,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,9154,0.031925965,0.12554598,0.09362002,0.011345079,0.0010621265,0.0010621265,3448,6354,0.093620015,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18132,0.22103626,0.03830706,-0.1827292,0.0038081815,-0.00069586595,0.00069586595,14966,8557,-0.1827292,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,7073,0.10381539,-0.030277554,-0.13409294,0.017530706,-0.0023507439,0.0023507439,17788,2883,-0.134092944,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,7561,0.052632663,0.16133712,0.10870446,0.0046399194,0.0005043799,0.0005043799,5337,10094,0.108704457,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,15348,0.19007954,0.12271187,-0.06736767,-0.0045088115,0.00030374815,0.00030374815,6458,12406,-0.06736766999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,11432,-1.2605109,-1.200992,0.059518933,-0.0018136854,-0.00010794862,0.00010794862,11416,15635,0.05951890000000004,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,11315,-0.101694204,-0.19878572,-0.09709152,0.021574404,-0.0020946916,0.0020946916,17562,3315,-0.097091516,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,8299,-0.054047704,-0.17918637,-0.12513867,-0.0015312876,0.00019162329,0.00019162329,7284,14032,-0.125138666,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18766,0.049640782,0.04956076,-8.002296e-05,0.0020793865,-1.6639866e-07,1.6639866e-07,9782,18931,-8.002199999999904e-05,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18072,0.14376734,0.060347408,-0.083419934,-0.017976144,0.0014995688,0.0014995688,2605,4700,-0.083419932,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,4706,-0.12006788,-0.07011448,0.0499534,-0.002370124,-0.00011839576,0.00011839576,11531,15414,0.049953399999999995,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,2061,0.00947512,0.04860667,0.039131552,-0.003047352,-0.00011924761,0.00011924761,11545,15390,0.03913155,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,4039,0.21223144,0.18645148,-0.025779963,0.0031449164,-8.107583e-05,8.107583e-05,11114,16240,-0.02577995999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,1319,-0.13865903,-0.22670706,-0.088048026,-0.026368234,0.002321671,0.002321671,1742,2931,-0.08804803,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,8991,0.34344417,0.41646793,0.07302377,-0.009082877,-0.0006632659,0.0006632659,14851,8786,0.07302376,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3696,-0.15892462,-0.16540977,-0.0064851493,-0.011349835,7.360538e-05,7.360538e-05,8493,16409,-0.006485150000000023,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18742,0.07318898,0.027176958,-0.046012025,0.0077534444,-0.00035675167,0.00035675167,13364,11704,-0.046012022,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,3652,-0.37610507,-0.43486327,-0.0587582,0.03438852,-0.0020206075,0.0020206075,17481,3464,-0.05875820000000004,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,10510,-0.27056435,-0.22394185,0.0466225,0.01343372,0.0006263136,0.0006263136,4828,9062,0.04662250000000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,896,0.24834819,0.07338663,-0.17496157,0.017072495,-0.0029870304,0.0029870304,18147,2100,-0.17496156000000002,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,6704,-0.22941573,-0.12808372,0.10133201,0.0020611712,0.00020886262,0.00020886262,7130,13726,0.10133201,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18169,-0.29668355,-0.42750308,-0.13081953,-0.011259122,0.001472913,0.001472913,2646,4777,-0.13081952999999996,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,17140,-0.03833366,-0.3895161,-0.35118243,0.0011480598,-0.00040317845,0.00040317845,13637,11135,-0.35118244,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,17004,0.10469907,0.27612817,0.1714291,0.0021333145,0.00036571219,0.00036571219,6073,11603,0.1714291,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,12432,-0.08765814,0.0044370126,0.09209515,-0.00054620614,-5.0302937e-05,5.0302937e-05,10724,17026,0.0920951526,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18866,0.032009367,0.055849496,0.02384013,-0.0044307034,-0.00010562854,0.00010562854,11395,15675,0.023840129,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,11518,0.3571469,0.24133173,-0.11581516,0.010650678,-0.00123351,0.00123351,16395,5625,-0.11581517,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,9610,-0.022097662,0.020233246,0.042330906,-0.004533804,-0.00019192003,0.00019192003,12199,14028,0.042330908,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,10538,-0.18421566,-0.24814196,-0.063926294,0.00039444916,-2.5215673e-05,2.5215673e-05,10350,17794,-0.06392629999999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,5750,-0.017111639,-0.065540865,-0.04842923,-0.007709195,0.00037335037,0.00037335037,6019,11498,-0.048429226000000006,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,15314,-0.36309108,-0.54937553,-0.18628445,0.012486971,-0.0023261285,0.0023261285,17758,2926,-0.18628444999999993,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,1465,-0.080246836,-0.11297495,-0.032728113,-0.013754981,0.00045017456,0.00045017456,5588,10644,-0.032728114,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,14164,-0.07258692,0.06832047,0.14090738,-0.017062323,-0.0024042071,0.0024042071,17826,2800,0.14090739,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,18776,0.07588147,0.062989645,-0.012891829,0.015317724,-0.00019747348,0.00019747348,12262,13913,-0.01289182500000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,7636,0.068847336,0.09178338,0.022936046,0.019281048,0.00044223102,0.00044223102,5618,10712,0.022936044000000003,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,8080,-0.108306244,-0.04859065,0.059715595,-0.01791922,-0.0010700569,0.0010700569,16054,6322,0.059715594,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,16758,0.11832717,0.07159335,-0.04673382,-0.0036546465,0.00017079558,0.00017079558,7480,14415,-0.046733819999999995,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,630,-0.044316582,0.057478745,0.10179533,0.0019258846,0.00019604606,0.00019604606,7247,13942,0.10179532699999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,4633,0.16138466,0.07259891,-0.088785745,-0.005162354,0.00045834345,0.00045834345,5544,10554,-0.08878575000000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,16940,-0.037529565,-0.057689562,-0.020159997,0.0071402714,-0.00014394785,0.00014394785,11772,14910,-0.020159997,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,4456,-0.21592568,-0.39145508,-0.1755294,0.025894437,-0.004545235,0.004545235,18545,1191,-0.1755294,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,15320,-0.49296618,-0.49195108,0.0010150969,0.020855216,2.1170066e-05,2.1170066e-05,9277,17942,0.001015099999999991,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,5494,0.09688901,0.112962954,0.016073942,-0.003918443,-6.298482e-05,6.298482e-05,10899,16673,0.016073944000000007,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,4117,-0.0072540483,0.07776148,0.08501553,0.0025946032,0.00022058157,0.00022058157,7031,13541,0.08501552829999999,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,10178,0.08753971,0.41330695,0.32576725,0.0017446693,0.00056835613,0.00056835613,5041,9499,0.32576724,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,11552,0.0047940956,0.013279004,0.008484908,-0.0035896497,-3.0457848e-05,3.0457848e-05,10427,17619,0.008484908400000001,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,11489,0.33309904,0.29745066,-0.035648376,0.011865196,-0.00042297496,0.00042297496,13748,10934,-0.035648380000000035,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,2386,0.022501966,-0.0037201266,-0.026222093,0.009102947,-0.00023869833,0.00023869833,12576,13254,-0.026222092600000003,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,9652,0.042048875,-0.0017573256,-0.043806203,0.009969753,-0.00043673703,0.00043673703,13822,10768,-0.0438062006,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,14692,-0.029924603,-0.20773026,-0.17780566,-0.029913224,0.005318741,0.005318741,648,933,-0.177805657,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,5674,0.12448345,0.030505436,-0.09397802,-0.004105716,0.00038584706,0.00038584706,5936,11335,-0.093978014,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
22,17321,-0.026642332,0.026918778,0.05356111,0.019091094,0.0010225401,0.0010225401,3538,6537,0.05356111,base,layerwise_top_delta_steer,200,22,random_base_source_1,random_base,base,1.0
