layer,k,alpha,control_type,n,normal_margin_mean,intervened_margin_mean,delta_toward_no_mean,yes_to_no_flips,yes_to_no_flip_rate
23,20,3.0,random_neurons_1,95,13.41233552631579,13.357565789473684,0.05476973684210526,0,0.0
23,20,3.0,random_neurons_2,95,13.41233552631579,13.371052631578948,0.04128289473684211,0,0.0
23,20,3.0,top_writer_neurons,95,13.41233552631579,-0.5348684210526315,13.94720394736842,50,0.5263157894736842
23,50,1.0,random_neurons_0,95,13.41233552631579,13.415460526315789,-0.003125,0,0.0
23,50,1.0,random_neurons_1,95,13.41233552631579,13.392105263157895,0.020230263157894737,0,0.0
23,50,1.0,random_neurons_2,95,13.41233552631579,13.417434210526316,-0.005098684210526316,0,0.0
23,50,1.0,top_writer_neurons,95,13.41233552631579,8.704934210526316,4.707401315789474,0,0.0
23,50,1.5,random_neurons_0,95,13.41233552631579,13.387006578947368,0.02532894736842105,0,0.0
23,50,1.5,random_neurons_1,95,13.41233552631579,13.419407894736842,-0.007072368421052632,0,0.0
23,50,1.5,random_neurons_2,95,13.41233552631579,13.384046052631579,0.028289473684210528,0,0.0
23,50,1.5,top_writer_neurons,95,13.41233552631579,6.364473684210527,7.047861842105263,2,0.021052631578947368
23,50,2.0,random_neurons_0,95,13.41233552631579,13.436513157894737,-0.024177631578947367,0,0.0
23,50,2.0,random_neurons_1,95,13.41233552631579,13.55641447368421,-0.14407894736842106,0,0.0
23,50,2.0,random_neurons_2,95,13.41233552631579,13.343421052631578,0.06891447368421053,0,0.0
23,50,2.0,top_writer_neurons,95,13.41233552631579,3.981907894736842,9.430427631578947,7,0.07368421052631578
23,50,3.0,random_neurons_0,95,13.41233552631579,13.427138157894737,-0.014802631578947368,0,0.0
23,50,3.0,random_neurons_1,95,13.41233552631579,13.375,0.03733552631578947,0,0.0
23,50,3.0,random_neurons_2,95,13.41233552631579,13.397697368421053,0.014638157894736843,0,0.0
23,50,3.0,top_writer_neurons,95,13.41233552631579,-1.4182565789473685,14.830592105263158,71,0.7473684210526316
23,100,1.0,random_neurons_0,95,13.41233552631579,13.408223684210526,0.004111842105263158,0,0.0
23,100,1.0,random_neurons_1,95,13.41233552631579,13.416611842105263,-0.0042763157894736845,0,0.0
23,100,1.0,random_neurons_2,95,13.41233552631579,13.41875,-0.006414473684210526,0,0.0
23,100,1.0,top_writer_neurons,95,13.41233552631579,8.601315789473684,4.8110197368421055,0,0.0
23,100,1.5,random_neurons_0,95,13.41233552631579,13.435032894736842,-0.022697368421052633,0,0.0
23,100,1.5,random_neurons_1,95,13.41233552631579,13.430098684210526,-0.017763157894736842,0,0.0
23,100,1.5,random_neurons_2,95,13.41233552631579,13.313815789473685,0.09851973684210526,0,0.0
23,100,1.5,top_writer_neurons,95,13.41233552631579,6.230921052631579,7.18141447368421,2,0.021052631578947368
23,100,2.0,random_neurons_0,95,13.41233552631579,13.374506578947368,0.03782894736842105,0,0.0
23,100,2.0,random_neurons_1,95,13.41233552631579,13.232236842105262,0.18009868421052633,0,0.0
23,100,2.0,random_neurons_2,95,13.41233552631579,13.360197368421053,0.052138157894736845,0,0.0
23,100,2.0,top_writer_neurons,95,13.41233552631579,3.860526315789474,9.551809210526315,8,0.08421052631578947
23,100,3.0,random_neurons_0,95,13.41233552631579,13.49391447368421,-0.08157894736842106,0,0.0
23,100,3.0,random_neurons_1,95,13.41233552631579,13.306743421052632,0.10559210526315789,0,0.0
23,100,3.0,random_neurons_2,95,13.41233552631579,12.748519736842105,0.6638157894736842,0,0.0
23,100,3.0,top_writer_neurons,95,13.41233552631579,-1.1796052631578948,14.591940789473684,69,0.7263157894736842
