layer,k,alpha,control_type,n,normal_margin_mean,intervened_margin_mean,delta_toward_no_mean,yes_to_no_flips,yes_to_no_flip_rate
22,100,3.0,top_writer_neurons,95,13.41233552631579,-0.8243421052631579,14.236677631578948,95,1.0
22,100,4.0,random_neurons_0,95,13.41233552631579,13.52861842105263,-0.1162828947368421,0,0.0
22,100,4.0,random_neurons_1,95,13.41233552631579,-0.6792763157894737,14.091611842105262,84,0.8842105263157894
22,100,4.0,random_neurons_2,95,13.41233552631579,12.180921052631579,1.2314144736842105,0,0.0
22,100,4.0,top_writer_neurons,95,13.41233552631579,-2.999013157894737,16.411348684210527,95,1.0
23,20,2.0,random_neurons_0,95,13.41233552631579,13.413157894736843,-0.0008223684210526315,0,0.0
23,20,2.0,random_neurons_1,95,13.41233552631579,13.416776315789473,-0.0044407894736842105,0,0.0
23,20,2.0,random_neurons_2,95,13.41233552631579,13.414144736842106,-0.0018092105263157895,0,0.0
23,20,2.0,top_writer_neurons,95,13.41233552631579,4.6125,8.799835526315789,0,0.0
23,20,2.5,random_neurons_0,95,13.41233552631579,13.404769736842105,0.007565789473684211,0,0.0
23,20,2.5,random_neurons_1,95,13.41233552631579,13.427138157894737,-0.014802631578947368,0,0.0
23,20,2.5,random_neurons_2,95,13.41233552631579,13.423355263157895,-0.011019736842105263,0,0.0
23,20,2.5,top_writer_neurons,95,13.41233552631579,2.180592105263158,11.23174342105263,0,0.0
23,20,3.0,random_neurons_0,95,13.41233552631579,13.456743421052632,-0.044407894736842105,0,0.0
23,20,3.0,random_neurons_1,95,13.41233552631579,13.35608552631579,0.05625,0,0.0
23,20,3.0,random_neurons_2,95,13.41233552631579,13.36907894736842,0.043256578947368424,0,0.0
23,20,3.0,top_writer_neurons,95,13.41233552631579,-0.6582236842105263,14.070559210526316,60,0.631578947368421
23,20,4.0,random_neurons_0,95,13.41233552631579,13.491118421052631,-0.07878289473684211,0,0.0
23,20,4.0,random_neurons_1,95,13.41233552631579,13.471710526315789,-0.059375,0,0.0
23,20,4.0,random_neurons_2,95,13.41233552631579,13.397203947368421,0.015131578947368421,0,0.0
23,20,4.0,top_writer_neurons,95,13.41233552631579,-7.89671052631579,21.30904605263158,95,1.0
23,50,2.0,random_neurons_0,95,13.41233552631579,13.439802631578948,-0.027467105263157893,0,0.0
23,50,2.0,random_neurons_1,95,13.41233552631579,13.558059210526316,-0.1457236842105263,0,0.0
23,50,2.0,random_neurons_2,95,13.41233552631579,13.344243421052632,0.0680921052631579,0,0.0
23,50,2.0,top_writer_neurons,95,13.41233552631579,3.9217105263157896,9.490625,0,0.0
23,50,2.5,random_neurons_0,95,13.41233552631579,13.443256578947368,-0.030921052631578946,0,0.0
23,50,2.5,random_neurons_1,95,13.41233552631579,13.405427631578947,0.006907894736842105,0,0.0
23,50,2.5,random_neurons_2,95,13.41233552631579,13.442269736842105,-0.02993421052631579,0,0.0
23,50,2.5,top_writer_neurons,95,13.41233552631579,1.3759868421052632,12.036348684210527,2,0.021052631578947368
23,50,3.0,random_neurons_0,95,13.41233552631579,13.428453947368421,-0.01611842105263158,0,0.0
23,50,3.0,random_neurons_1,95,13.41233552631579,13.376809210526316,0.035526315789473684,0,0.0
23,50,3.0,random_neurons_2,95,13.41233552631579,13.394572368421052,0.017763157894736842,0,0.0
23,50,3.0,top_writer_neurons,95,13.41233552631579,-1.492763157894737,14.905098684210527,94,0.9894736842105263
23,50,4.0,random_neurons_0,95,13.41233552631579,13.336842105263157,0.07549342105263158,0,0.0
23,50,4.0,random_neurons_1,95,13.41233552631579,13.462006578947369,-0.04967105263157895,0,0.0
23,50,4.0,random_neurons_2,95,13.41233552631579,13.391447368421053,0.02088815789473684,0,0.0
23,50,4.0,top_writer_neurons,95,13.41233552631579,-8.377302631578948,21.789638157894736,95,1.0
23,100,2.0,random_neurons_0,95,13.41233552631579,13.374013157894737,0.03832236842105263,0,0.0
23,100,2.0,random_neurons_1,95,13.41233552631579,13.24046052631579,0.171875,0,0.0
23,100,2.0,random_neurons_2,95,13.41233552631579,13.360361842105263,0.05197368421052632,0,0.0
23,100,2.0,top_writer_neurons,95,13.41233552631579,3.80625,9.60608552631579,0,0.0
23,100,2.5,random_neurons_0,95,13.41233552631579,13.397861842105263,0.014473684210526316,0,0.0
23,100,2.5,random_neurons_1,95,13.41233552631579,13.419736842105262,-0.007401315789473684,0,0.0
23,100,2.5,random_neurons_2,95,13.41233552631579,13.503947368421052,-0.09161184210526316,0,0.0
23,100,2.5,top_writer_neurons,95,13.41233552631579,1.3769736842105262,12.035361842105264,2,0.021052631578947368
23,100,3.0,random_neurons_0,95,13.41233552631579,13.492434210526316,-0.08009868421052632,0,0.0
23,100,3.0,random_neurons_1,95,13.41233552631579,13.308388157894736,0.10394736842105264,0,0.0
23,100,3.0,random_neurons_2,95,13.41233552631579,12.733881578947368,0.678453947368421,0,0.0
23,100,3.0,top_writer_neurons,95,13.41233552631579,-1.206578947368421,14.61891447368421,93,0.9789473684210527
23,100,4.0,random_neurons_0,95,13.41233552631579,13.432072368421053,-0.019736842105263157,0,0.0
23,100,4.0,random_neurons_1,95,13.41233552631579,13.490131578947368,-0.07779605263157895,0,0.0
