version,site,layer,n,mean_cosine,median_cosine,std_cosine,mean_base_norm,mean_ci_norm,mean_norm_ratio
C,final,26,304,0.9984568114343443,0.998632937669754,0.0007152358864974898,425.3248822061639,425.9359376806962,1.0014534548816767
C,final,27,304,0.997246118556512,0.9976648092269897,0.0014614962357817017,303.2416349712171,301.94669040880706,0.9957378367991665
C,purpose_last,0,304,0.9999968656583836,0.9999968409538269,2.9503343027577e-07,14.030946499422976,14.028003636159395,0.9997924751728943
C,purpose_last,1,304,0.9999919988607106,0.9999919235706329,2.1625506174099493e-06,20.30487780821951,20.30572011596278,1.000046099580067
C,purpose_last,2,304,0.9999808541646129,0.9999808073043823,5.749608854220242e-06,27.237925843188638,27.2251095897273,0.9995607936351604
C,purpose_last,3,304,0.9999713927115265,0.999971866607666,7.831700285557605e-06,32.34700403715435,32.37164492983567,1.0007831625985184
C,purpose_last,4,304,0.9999649979566273,0.9999654293060303,1.0073432864123858e-05,36.65069977860702,36.67784629370037,1.0007775984884089
C,purpose_last,5,304,0.999958614377599,0.9999600946903229,1.2547375811590737e-05,38.12244132945412,38.15019497118498,1.0007696998998497
C,purpose_last,6,304,0.9999283624714926,0.9999320805072784,2.5412736692456248e-05,44.94810672810203,44.96743608775892,1.0004410723457269
C,purpose_last,7,304,0.999937563742462,0.9999415278434753,2.4586354249560504e-05,50.86421408151325,50.88152377228988,1.0003281816936866
C,purpose_last,8,304,0.9999302376649881,0.9999370574951172,2.8700538554871448e-05,57.28165980389244,57.2732409301557,0.9998439766174968
C,purpose_last,9,304,0.9999076335837966,0.9999215006828308,5.364963504105356e-05,55.049020164891296,55.06203530964098,1.0002513120503373
C,purpose_last,10,304,0.9998903152974028,0.9999068975448608,5.891354094177734e-05,58.546165227890015,58.62129717124136,1.0012765583204035
C,purpose_last,11,304,0.9998843458138014,0.9999047219753265,5.687189038084134e-05,63.812859773635864,63.947144508361816,1.0020989415234893
C,purpose_last,12,304,0.9998616115435174,0.9998825490474701,6.130095738386744e-05,64.69391033523961,64.85259009662427,1.002466040341768
C,purpose_last,13,304,0.999862122496492,0.9998794794082642,5.68419786737045e-05,72.68699076301174,72.856454046149,1.002328672922114
C,purpose_last,14,304,0.9998382745604766,0.9998558759689331,6.652419584579156e-05,72.0419148645903,72.12933982046027,1.0012127484391649
C,purpose_last,15,304,0.9998418418200392,0.9998568892478943,6.336827221257653e-05,83.55934471833079,83.4874132808886,0.9991379042003139
C,purpose_last,16,304,0.999813091401991,0.9998300075531006,7.785617315964235e-05,83.85237889540822,83.74054808365672,0.9986676954365843
C,purpose_last,17,304,0.9997893971832175,0.9998084306716919,8.838751514829583e-05,89.92902341641877,89.74254254290932,0.9979367746449513
