version,site,layer,n,mean_cosine,median_cosine,std_cosine,mean_base_norm,mean_ci_norm,mean_norm_ratio
C,purpose_last,18,304,0.9998006697155928,0.9998224973678589,8.659707690158342e-05,103.60284855491237,103.30840597654644,0.9971653955322749
C,purpose_last,19,304,0.9997309162036369,0.9997508525848389,9.016325984880481e-05,110.3464399387962,109.81767724689685,0.9952113374675143
C,purpose_last,20,304,0.9997175392743788,0.9997406899929047,9.191094053761743e-05,126.05835856889423,125.33065823504799,0.9942278020492319
C,purpose_last,21,304,0.9996969576336836,0.9997136294841766,9.056273776146332e-05,152.58825879347953,151.5632041629992,0.9932772311727252
C,purpose_last,22,304,0.999652510410861,0.9996670186519623,9.832367420734773e-05,172.9466031225104,171.657479436774,0.9925474275597377
C,purpose_last,23,304,0.9996336735785007,0.9996469914913177,9.97386564749737e-05,215.00035155446906,213.0904315145392,0.9911182480242762
C,purpose_last,24,304,0.9995791696404156,0.9995986223220825,0.00011437796323574429,265.41426653611035,263.0201913432071,0.9909755868441467
C,purpose_last,25,304,0.9994747166178728,0.9994956254959106,0.00015453095438206882,307.7521740762811,305.63715191891316,0.9931302195121792
C,purpose_last,26,304,0.9989670420947828,0.9990254640579224,0.0002805159295215978,400.16973405135303,397.4649812798751,0.9932220600994311
C,purpose_last,27,304,0.9977248348295689,0.9978276193141937,0.0006199915733619755,270.77607355619733,270.78383214850174,1.0000181362445044
C,recipient_last,0,304,0.9999963605874463,0.9999963045120239,6.716223749142602e-07,14.454934769555143,14.448270286384382,0.9995378496956081
C,recipient_last,1,304,0.9999912702723553,0.9999922513961792,2.9929787205523157e-06,24.16319459990451,24.15938504746086,0.9998644534397313
C,recipient_last,2,304,0.99997809764586,0.9999783933162689,4.361859664409927e-06,29.220568895339966,29.232263596434343,1.000383696794507
C,recipient_last,3,304,0.9999696004547571,0.9999704360961914,6.108462809546052e-06,34.50142312677283,34.542591402405186,1.0011840167553
C,recipient_last,4,304,0.9999624767193669,0.9999643564224243,9.161737854667018e-06,37.85620127226177,37.89949773487292,1.0011380225095288
C,recipient_last,5,304,0.9999566772266438,0.9999586641788483,9.184197678665787e-06,39.74018626464041,39.7688825506913,1.0007372666101375
C,recipient_last,6,304,0.9999392632591096,0.9999409019947052,1.1549999957251373e-05,45.233191101174604,45.26540413655733,1.0007167909514214
C,recipient_last,7,304,0.9999459572136402,0.9999451637268066,1.1100574702718774e-05,52.43668255053068,52.4817933785288,1.0008555662691703
C,recipient_last,8,304,0.9999407923927432,0.9999405145645142,1.2765821177125021e-05,59.43406273189344,59.4271104084818,0.999866183241689
C,recipient_last,9,304,0.9999222078997838,0.9999243021011353,1.768569584030667e-05,56.78638838466845,56.74988820678309,0.9993464141425505
C,recipient_last,10,304,0.9999018713439766,0.9999025464057922,2.1514536136759958e-05,61.154584319967974,61.1780817634181,1.0003809247516904
C,recipient_last,11,304,0.9998859345520797,0.9998908042907715,2.9986923556741514e-05,63.718339556141906,63.80358237969248,1.0013485417539179
C,recipient_last,12,304,0.9998603043587584,0.9998696446418762,3.6460240590505126e-05,67.21839232193797,67.37195626058076,1.0022902608409303
C,recipient_last,13,304,0.9998473613277862,0.9998563528060913,3.801152418089536e-05,74.37282341404965,74.48750222356696,1.0015439748944592
C,recipient_last,14,304,0.9998155469565015,0.9998259246349335,4.734562936320221e-05,75.13845165152298,75.1855845200388,1.0006304272565973
C,recipient_last,15,304,0.9998182034806201,0.999828428030014,4.947136450253494e-05,83.86126972499646,83.90627667778416,1.0005430353975813
C,recipient_last,16,304,0.9997931036509966,0.999802827835083,5.984973283918379e-05,84.95436527854518,84.91789940783852,0.9995657145942827
C,recipient_last,17,304,0.9997606871551589,0.9997749328613281,7.718353522044211e-05,89.85633591601723,89.6624012746309,0.9978461460615489
C,recipient_last,18,304,0.9997715342201685,0.9997820258140564,7.093349187854643e-05,101.05709894079911,100.9054112936321,0.9985142985618786
C,recipient_last,19,304,0.9997067463241125,0.9997256994247437,8.704056783703669e-05,109.9159170953851,109.57254457473755,0.9968652251595863
C,recipient_last,20,304,0.9996671657028952,0.9996917247772217,0.00011145944292982666,121.26991319656372,120.75860824083027,0.9957620394655354
C,recipient_last,21,304,0.9996334947645664,0.9996587336063385,0.00011820036724627809,143.52272144116853,142.85191877264725,0.995311890432436
C,recipient_last,22,304,0.9995570688655502,0.9995788633823395,0.00014262615678519,163.26560256355688,162.39164141604775,0.994632618900257
C,recipient_last,23,304,0.9995357772629512,0.999559223651886,0.00014939855392078356,201.45073082572534,200.1074841147975,0.9933143152016303
C,recipient_last,24,304,0.9994842100300287,0.9995065927505493,0.00016052376620405564,249.92909039949117,248.09986842306037,0.9926627710526761
C,recipient_last,25,304,0.9993729671757472,0.9993885159492493,0.0001990227550505362,293.27977491679945,291.67187891508405,0.9945002260358995
C,recipient_last,26,304,0.9990546342573667,0.9990966022014618,0.0003430690469336836,367.4607925415039,365.6314419194272,0.9950036037284228
C,recipient_last,27,304,0.9979616170258898,0.9981293380260468,0.0006516174175336863,286.2554053256386,286.7456146039461,1.0016885322597702
D,final,0,304,0.9999864777844203,0.999986469745636,4.270987313767816e-07,10.370508859032078,10.368289316955366,0.9997859520604033
D,final,1,304,0.998762338177154,0.9987647235393524,3.486437824514615e-05,15.103449743045005,15.205651276989988,1.0067659072808024
D,final,2,304,0.9988726450032309,0.9988738298416138,3.480309276769113e-05,17.904944175168087,17.84431038404766,0.9966134474118591
D,final,3,304,0.9983375723424711,0.9983454048633575,6.98840596813675e-05,18.834409393762286,18.829085381407488,0.9997176387318086
D,final,4,304,0.9978290780594474,0.9978461563587189,9.605958643977465e-05,22.306111912978324,22.3760444051341,1.0031356827461713
D,final,5,304,0.998130055634599,0.9981407523155212,7.11820041199023e-05,31.588643663807918,31.960474177410727,1.0117690643379746
D,final,6,304,0.9981553172202486,0.9981652200222015,8.19464876213868e-05,31.90712650826103,32.03029977647882,1.0038599049193737
D,final,7,304,0.9978160401316065,0.9978263676166534,8.02375962985633e-05,33.160109306636606,33.2834260840165,1.0037181706252212
D,final,8,304,0.9971261034278494,0.9971300065517426,0.00011143025665194485,34.01032703801205,34.07894010292856,1.002016870694239
D,final,9,304,0.9955454002085485,0.9955701529979706,0.000200332866294851,38.74946358329371,38.53376000805905,0.994431958753221
D,final,10,304,0.9942476057300442,0.9942553043365479,0.0003588900733528121,42.32485350809599,42.72808288273058,1.0095239743393214
D,final,11,304,0.9933708039553542,0.9934093654155731,0.00046005565449580034,43.940634325930944,44.91309979087428,1.0221261014329759
D,final,12,304,0.9942247877387624,0.9942501783370972,0.0004110104946969986,47.99528270018728,47.85969308802956,0.99717432743723
D,final,13,304,0.9944260420375749,0.9944602251052856,0.00041633849051987085,56.117664537931745,55.87427751641525,0.9956680275499757
D,final,14,304,0.9959699954641493,0.9959985017776489,0.0002940598251784593,71.00271506058543,71.19019636354949,1.002640664587701
D,final,15,304,0.995861256593152,0.9958809614181519,0.0002861671044650956,68.8387215764899,69.0138003449691,1.0025428420023175
D,final,16,304,0.9960871942733464,0.9961118698120117,0.00026418559733750087,70.79799064837005,70.79523442920886,0.9999616463014981
D,final,17,304,0.9967764704243133,0.9968073666095734,0.00022600686354333537,77.45876103953312,77.35159979368511,0.9986181102553844
D,final,18,304,0.99612273295459,0.9962520897388458,0.0006014964278511826,85.39175282026592,85.8214192139475,1.0050345485962826
D,final,19,304,0.9960105666204503,0.9961642622947693,0.0007368540071711517,99.66465618735866,100.36738777160645,1.0070697578267693
D,final,20,304,0.9957752090535665,0.9959586262702942,0.0009455541700778726,122.41358890031513,123.0552843746386,1.0052719202612475
D,final,21,304,0.9963345447261083,0.9965800642967224,0.0009999530927620047,143.6855680064151,144.13574158517937,1.003151514885129
D,final,22,304,0.9961967083968615,0.9965151250362396,0.0012182094763763817,170.98552989959717,171.45428160617226,1.00274797214426
D,final,23,304,0.9964627623558044,0.9968104958534241,0.0013809059044631064,208.8213142595793,209.28211166984156,1.0022057510670026
D,final,24,304,0.9972813239223078,0.9975602328777313,0.001055790950727413,262.7207539207057,264.35921779431794,1.0062411508870155
D,final,25,304,0.9978211567197975,0.9980815052986145,0.0008299091541646138,336.70055188630755,339.48121251558,1.0082698226443167
D,final,26,304,0.9981062094631948,0.9983318746089935,0.0007199514626039844,422.02766016909953,423.76987547623486,1.0041220113607427
D,final,27,304,0.9964234848555765,0.9969050288200378,0.0015744202132788087,302.02179216083726,300.70427352503725,0.9956358825841156
D,purpose_last,0,304,0.999996860560618,0.9999968409538269,3.020504137424917e-07,13.993948556874928,13.991031759663633,0.9997927980583132
D,purpose_last,1,304,0.9999921706162,0.999992161989212,1.933097052352109e-06,20.258950879699306,20.25923342453806,1.0000287661237544
D,purpose_last,2,304,0.9999815431472502,0.9999813139438629,4.769097815191671e-06,27.19785899865,27.185461063134042,0.9995753758409606
D,purpose_last,3,304,0.9999720344417974,0.9999728500843048,7.027757558822284e-06,32.29894916007393,32.321614039571664,1.0007234336274333
D,purpose_last,4,304,0.9999659522191474,0.9999669790267944,8.951837835961858e-06,36.612151083193325,36.63884209331713,1.0007656540073295
D,purpose_last,5,304,0.9999592233645288,0.9999619722366333,1.2474912508902768e-05,38.17200779914856,38.200208839617275,1.0007783785200626
D,purpose_last,6,304,0.9999296845574128,0.9999341666698456,2.4807276110889708e-05,45.06427797518278,45.08612836034674,1.0004960673202863
D,purpose_last,7,304,0.9999382135115171,0.9999426603317261,2.479610359939298e-05,50.877481297442785,50.89496850967407,1.000335439607083
D,purpose_last,8,304,0.9999314334831739,0.9999381005764008,2.893239368775494e-05,57.190422986683096,57.18567942318163,0.9999128195599648
D,purpose_last,9,304,0.9999122427482354,0.9999259114265442,4.983723177806906e-05,55.078166924024885,55.088857763691955,1.000208670556396
D,purpose_last,10,304,0.9998952118973983,0.9999105036258698,5.3891112782165933e-05,58.500387480384425,58.572819120005555,1.001233054420251
D,purpose_last,11,304,0.9998891467326566,0.9999061822891235,5.200878056925238e-05,63.334485028919424,63.4688577777461,1.0021213670138522
D,purpose_last,12,304,0.9998694279868352,0.999885618686676,5.560719233303289e-05,64.22523615234776,64.38556669887744,1.0025040184391658
D,purpose_last,13,304,0.9998693979884449,0.9998807609081268,5.2299336664792075e-05,72.30483790447838,72.47658850017346,1.002382154605597
D,purpose_last,14,304,0.9998474440684444,0.9998596012592316,6.24643073732123e-05,71.70800048426578,71.78999961049934,1.001145200826962
D,purpose_last,15,304,0.999851961669169,0.9998639523983002,5.957518405665513e-05,82.87607120212756,82.81295680999756,0.9992416285700576
D,purpose_last,16,304,0.9998254752472827,0.9998393654823303,7.379109870614528e-05,82.99160450383236,82.89226052635594,0.9988037006652215
D,purpose_last,17,304,0.9998062284369218,0.9998246133327484,8.215884166699877e-05,89.20310457129227,89.02350227456344,0.9979954818053756
D,purpose_last,18,304,0.9998174721473142,0.9998382031917572,8.346350548503863e-05,103.1601582577354,102.88884617152966,0.9973776465553452
D,purpose_last,19,304,0.9997499753770075,0.9997694194316864,9.316266758919173e-05,109.87680427651657,109.39638795350727,0.9956367263133112
D,purpose_last,20,304,0.9997360378895935,0.9997568726539612,9.777912794704845e-05,125.42805624008179,124.75801972339028,0.9946652477592957
D,purpose_last,21,304,0.9997136779129505,0.999733179807663,9.927460422345107e-05,151.88906544133238,150.92822877984298,0.993673201736999
D,purpose_last,22,304,0.999670535522072,0.9996886849403381,0.0001096980827936276,171.94668438560083,170.72089250464188,0.9928718061008667
D,purpose_last,23,304,0.9996491207888252,0.9996704757213593,0.0001084431782842478,213.7225019053409,211.88962359177438,0.9914274141405016
D,purpose_last,24,304,0.9995890069556864,0.999613344669342,0.00012128396549876111,264.09806974310624,261.76105067604465,0.9911482388696731
D,purpose_last,25,304,0.9994856197583047,0.9995213150978088,0.00016357445483873952,306.44448300411824,304.38159300151625,0.9932717587512386
D,purpose_last,26,304,0.9989739856437633,0.9990282356739044,0.0002739755892137067,399.1775298871492,396.4710350036621,0.993203250928239
D,purpose_last,27,304,0.9977186777089772,0.9978316426277161,0.0005370846029325554,270.5479379955091,270.63774219312165,1.0003250230188354
D,recipient_last,0,304,0.9999961578532269,0.9999961256980896,6.927002021077171e-07,14.017126619815826,14.011657410546354,0.999604721500797
D,recipient_last,1,304,0.9999898287810778,0.9999899566173553,2.8134103157715444e-06,21.54621994495392,21.531364993045205,0.9993403472517038
D,recipient_last,2,304,0.9999779139302278,0.9999786913394928,5.282425113123104e-06,27.737427102892024,27.725172921230918,0.9995550464784748
D,recipient_last,3,304,0.9999685226694534,0.9999688267707825,7.489056931564998e-06,32.45239302359129,32.46844232082367,1.0004993806018945
D,recipient_last,4,304,0.999963004142046,0.999963641166687,8.857407367440064e-06,37.31329601689389,37.33412607092606,1.0005378360117712
D,recipient_last,5,304,0.9999583934090639,0.9999602437019348,8.85167965624062e-06,38.33175114581459,38.34949104409469,1.000454086708059
D,recipient_last,6,304,0.999939604025138,0.999940037727356,1.0947732966556533e-05,44.716144499025845,44.73276938890156,1.0003773347115825
D,recipient_last,7,304,0.9999422078069887,0.9999437928199768,1.1955845592881326e-05,50.83548012532686,50.85866872887863,1.0004560732962142
D,recipient_last,8,304,0.9999352185741851,0.9999364614486694,1.3871708134487864e-05,57.87461132752268,57.83312722256309,0.9992758803540374
D,recipient_last,9,304,0.9999196994069376,0.999923825263977,1.6784281852957234e-05,54.943047749368766,54.89689767988104,0.9991570608911019
D,recipient_last,10,304,0.9999013958792937,0.9999035000801086,1.8812291113152758e-05,60.26741251192595,60.27626291074251,1.0001549894395085
D,recipient_last,11,304,0.999892103632814,0.9998951256275177,2.1560471408971734e-05,64.35331372210854,64.41132160236961,1.0008976006210997
D,recipient_last,12,304,0.9998672284970158,0.999871164560318,2.6993074864122684e-05,67.59650847786351,67.73223746450324,1.0020138657484683
D,recipient_last,13,304,0.9998581025161242,0.9998605251312256,2.8944443191155442e-05,75.40368835549606,75.5016010685971,1.0013070504349755
D,recipient_last,14,304,0.9998281896114349,0.9998340606689453,3.4720587368642825e-05,75.54002418016132,75.5712456703186,1.0004209619194886
D,recipient_last,15,304,0.9998342610503498,0.999841034412384,3.719760599086195e-05,85.23428987201892,85.23381567001343,1.0000010334661111
D,recipient_last,16,304,0.9998050800671703,0.9998131692409515,4.7620103597678865e-05,85.33845028124358,85.26502958096955,0.9991506902267518
D,recipient_last,17,304,0.999775095205558,0.9997850656509399,6.0921363194898434e-05,90.0272243901303,89.85008036462884,0.9980440192982167
D,recipient_last,18,304,0.9997854868048116,0.9997949302196503,6.431332818478618e-05,102.81376213776439,102.57094358143054,0.9976564707644533
D,recipient_last,19,304,0.9997231991667497,0.9997381269931793,7.431723547885866e-05,110.17375958593269,109.77447818454944,0.9963833796486599
D,recipient_last,20,304,0.9996778104258212,0.99969881772995,9.346310413061403e-05,120.33573544652839,119.7773609161377,0.9953624781845596
D,recipient_last,21,304,0.9996371355495954,0.9996636807918549,0.00011286083719524236,142.35832254510177,141.70515464481554,0.9953985627455925
D,recipient_last,22,304,0.9995487142158183,0.9995790719985962,0.00013822085122671465,160.8900630348607,160.04934948369078,0.9947702552610022
D,recipient_last,23,304,0.9995157657877395,0.9995521903038025,0.00014997736801909825,199.04942688189055,197.7842375102796,0.9936352474035599
D,recipient_last,24,304,0.999451528646444,0.9994823038578033,0.00016927337216069606,246.57671908328408,244.8613900134438,0.9930320948697564
D,recipient_last,25,304,0.9993401814840341,0.9993734657764435,0.0001982773690412943,293.2811470031738,291.7298387226306,0.9947029837448372
D,recipient_last,26,304,0.9990270361304283,0.9990830421447754,0.0003704961028610395,370.74523162841797,369.1596571269788,0.9957012994637012
D,recipient_last,27,304,0.9977815553153816,0.9979007244110107,0.0008319825018552443,287.4224149804366,287.6657482950311,1.0008628589845492
