model,model_short,patch_family,experiment,layer,n,mean_patch_effect,median_patch_effect,mean_aligned_effect,median_aligned_effect,mean_abs_effect,flip_rate
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_A_to_B,20,49,7.940688775510204,8.15625,7.940688775510204,8.15625,7.940688775510204,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_A_to_B,21,49,8.075892857142858,8.1875,8.075892857142858,8.1875,8.075892857142858,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_A_to_B,22,49,8.053571428571429,8.15625,8.053571428571429,8.15625,8.053571428571429,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_A_to_B,23,49,8.28890306122449,8.40625,8.28890306122449,8.40625,8.28890306122449,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_A_to_B,24,49,8.325573979591837,8.4375,8.325573979591837,8.4375,8.325573979591837,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_A_to_B,25,49,8.736926020408163,8.8125,8.736926020408163,8.8125,8.736926020408163,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_A_to_B,26,49,9.004464285714286,9.125,9.004464285714286,9.125,9.004464285714286,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_A_to_B,27,49,5.916135204081633,5.921875,5.916135204081633,5.921875,5.916135204081633,0.9591836734693877
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,0,49,0.001913265306122449,0.0,-0.001913265306122449,-0.0,0.01211734693877551,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,1,49,0.001913265306122449,0.0,-0.001913265306122449,-0.0,0.009566326530612245,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,2,49,0.007653061224489796,0.0,-0.007653061224489796,-0.0,0.008928571428571428,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,3,49,0.002232142857142857,0.0,-0.002232142857142857,-0.0,0.01371173469387755,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,4,49,-0.0012755102040816326,0.0,0.0012755102040816326,-0.0,0.012755102040816327,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,5,49,0.0015943877551020409,0.0,-0.0015943877551020409,-0.0,0.013073979591836735,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,6,49,-0.002551020408163265,0.0,0.002551020408163265,-0.0,0.02040816326530612,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,7,49,0.002551020408163265,0.0,-0.002551020408163265,-0.0,0.015306122448979591,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,8,49,0.009885204081632654,0.0,-0.009885204081632654,-0.0,0.02264030612244898,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,9,49,-0.0047831632653061226,0.0,0.0047831632653061226,-0.0,0.02965561224489796,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,10,49,0.0009566326530612245,0.0,-0.0009566326530612245,-0.0,0.03411989795918367,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,11,49,-0.011479591836734694,0.0,0.011479591836734694,-0.0,0.03316326530612245,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,12,49,-0.01721938775510204,-0.03125,0.01721938775510204,0.03125,0.03380102040816327,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,13,49,-0.03571428571428571,-0.03125,0.03571428571428571,0.03125,0.047193877551020405,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,14,49,-0.05580357142857143,-0.0625,0.05580357142857143,0.0625,0.07684948979591837,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,15,49,-0.15051020408163265,-0.140625,0.15051020408163265,0.140625,0.15051020408163265,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,16,49,-0.23182397959183673,-0.25,0.23182397959183673,0.25,0.23182397959183673,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,17,49,-0.5283801020408163,-0.59375,0.5283801020408163,0.59375,0.5309311224489796,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,18,49,-4.96077806122449,-5.09375,4.96077806122449,5.09375,4.96077806122449,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,19,49,-6.403380102040816,-6.5625,6.403380102040816,6.5625,6.403380102040816,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,20,49,-8.342793367346939,-8.375,8.342793367346939,8.375,8.342793367346939,0.32653061224489793
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,21,49,-8.37468112244898,-8.40625,8.37468112244898,8.40625,8.37468112244898,0.32653061224489793
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,22,49,-8.402742346938776,-8.40625,8.402742346938776,8.40625,8.402742346938776,0.3877551020408163
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,23,49,-8.552614795918368,-8.5625,8.552614795918368,8.5625,8.552614795918368,0.4897959183673469
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,24,49,-8.584502551020408,-8.625,8.584502551020408,8.625,8.584502551020408,0.5102040816326531
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,25,49,-8.82047193877551,-8.875,8.82047193877551,8.875,8.82047193877551,0.673469387755102
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,26,49,-9.029017857142858,-9.125,9.029017857142858,9.125,9.029017857142858,0.9591836734693877
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,final_AB,final_AB_B_to_A,27,49,-10.526147959183673,-10.421875,10.526147959183673,10.421875,10.526147959183673,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,0,49,5.209183673469388,5.6875,5.209183673469388,5.6875,5.721938775510204,0.8163265306122449
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,1,49,5.228316326530612,6.09375,5.228316326530612,6.09375,5.7104591836734695,0.7755102040816326
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,2,49,5.2895408163265305,6.3125,5.2895408163265305,6.3125,5.755102040816326,0.7755102040816326
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,3,49,5.856505102040816,6.0625,5.856505102040816,6.0625,5.902423469387755,0.8775510204081632
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,4,49,6.052295918367347,5.90625,6.052295918367347,5.90625,6.052295918367347,0.9183673469387755
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,5,49,6.222576530612245,6.28125,6.222576530612245,6.28125,6.222576530612245,0.9591836734693877
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,6,49,6.577168367346939,6.65625,6.577168367346939,6.65625,6.577168367346939,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,7,49,6.534438775510204,6.71875,6.534438775510204,6.71875,6.534438775510204,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,8,49,6.5248724489795915,6.4375,6.5248724489795915,6.4375,6.5248724489795915,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,9,49,6.193239795918367,6.40625,6.193239795918367,6.40625,6.193239795918367,0.9591836734693877
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,10,49,6.049744897959184,6.125,6.049744897959184,6.125,6.049744897959184,1.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,11,49,5.564413265306122,5.4375,5.564413265306122,5.4375,5.582270408163265,0.9591836734693877
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,12,49,4.137755102040816,4.40625,4.137755102040816,4.40625,4.158163265306122,0.9183673469387755
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,13,49,2.9177295918367347,2.0,2.9177295918367347,2.0,2.9190051020408165,0.8979591836734694
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,14,49,2.5580357142857144,2.0,2.5580357142857144,2.0,2.5809948979591835,0.8571428571428571
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,15,49,1.249362244897959,0.84375,1.249362244897959,0.84375,1.3488520408163265,0.5918367346938775
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,16,49,0.6415816326530612,0.3125,0.6415816326530612,0.3125,0.7142857142857143,0.42857142857142855
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,17,49,0.30612244897959184,0.1875,0.30612244897959184,0.1875,0.34438775510204084,0.3469387755102041
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,18,49,0.026785714285714284,0.03125,0.026785714285714284,0.03125,0.03443877551020408,0.12244897959183673
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,19,49,0.014668367346938776,0.0,0.014668367346938776,0.0,0.014668367346938776,0.04081632653061224
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,20,49,0.003826530612244898,0.0,0.003826530612244898,0.0,0.015306122448979591,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,21,49,0.0031887755102040817,0.0,0.0031887755102040817,0.0,0.0031887755102040817,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,22,49,0.002551020408163265,0.0,0.002551020408163265,0.0,0.008928571428571428,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,23,49,0.00510204081632653,0.0,0.00510204081632653,0.0,0.011479591836734694,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,24,49,0.0012755102040816326,0.0,0.0012755102040816326,0.0,0.01020408163265306,0.04081632653061224
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,25,49,0.0012755102040816326,0.0,0.0012755102040816326,0.0,0.006377551020408163,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,26,49,0.0031887755102040817,0.0,0.0031887755102040817,0.0,0.005739795918367347,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_A_to_B,27,49,0.0,0.0,0.0,0.0,0.0,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,0,49,-3.655293367346939,-2.59375,3.655293367346939,2.59375,3.841517857142857,0.20408163265306123
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,1,49,-4.098533163265306,-3.34375,4.098533163265306,3.34375,4.292410714285714,0.16326530612244897
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,2,49,-4.1801658163265305,-3.375,4.1801658163265305,3.375,4.394451530612245,0.16326530612244897
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,3,49,-4.780293367346939,-4.125,4.780293367346939,4.125,4.948660714285714,0.16326530612244897
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,4,49,-4.963966836734694,-4.3125,4.963966836734694,4.3125,5.104272959183674,0.12244897959183673
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,5,49,-5.105548469387755,-4.71875,5.105548469387755,4.71875,5.243303571428571,0.14285714285714285
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,6,49,-4.99202806122449,-4.65625,4.99202806122449,4.65625,5.12468112244898,0.1836734693877551
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,7,49,-5.386160714285714,-4.90625,5.386160714285714,4.90625,5.442283163265306,0.1836734693877551
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,8,49,-5.145727040816326,-4.90625,5.145727040816326,4.90625,5.153380102040816,0.16326530612244897
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,9,49,-4.821109693877551,-4.25,4.821109693877551,4.25,4.8823341836734695,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,10,49,-4.747130102040816,-4.03125,4.747130102040816,4.03125,4.780293367346939,0.061224489795918366
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,11,49,-4.623405612244898,-3.65625,4.623405612244898,3.65625,4.623405612244898,0.061224489795918366
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,12,49,-3.1061862244897958,-2.5625,3.1061862244897958,2.5625,3.1061862244897958,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,13,49,-1.6419005102040816,-1.28125,1.6419005102040816,1.28125,1.6916454081632653,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,14,49,-1.3169642857142858,-1.09375,1.3169642857142858,1.09375,1.4598214285714286,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,15,49,-0.7330994897959183,-0.375,0.7330994897959183,0.375,0.8759566326530612,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,16,49,-0.5736607142857143,-0.21875,0.5736607142857143,0.21875,0.6246811224489796,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,17,49,-0.32971938775510207,-0.0625,0.32971938775510207,0.0625,0.382015306122449,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,18,49,-0.02040816326530612,0.0,0.02040816326530612,-0.0,0.05229591836734694,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,19,49,-0.01913265306122449,0.0,0.01913265306122449,-0.0,0.03571428571428571,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,20,49,-0.00860969387755102,0.0,0.00860969387755102,-0.0,0.020089285714285716,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,21,49,-0.005420918367346939,0.0,0.005420918367346939,-0.0,0.0194515306122449,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,22,49,-0.003826530612244898,0.0,0.003826530612244898,-0.0,0.015306122448979591,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,23,49,-0.0009566326530612245,0.0,0.0009566326530612245,-0.0,0.009885204081632654,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,24,49,0.0015943877551020409,0.0,-0.0015943877551020409,-0.0,0.012436224489795918,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,25,49,0.0012755102040816326,0.0,-0.0012755102040816326,-0.0,0.007653061224489796,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,26,49,0.0012755102040816326,0.0,-0.0012755102040816326,-0.0,0.007653061224489796,0.0
huseyinatahaninan/Qwen2.5-7B-Instruct-CI,Qwen2.5-7B-Instruct-CI,recipient_last_AB,recipient_last_AB_B_to_A,27,49,0.0,0.0,0.0,-0.0,0.0,0.0
